Territorio;Medida;Valor;
Rioja;Curados;280;
Rioja;Fallecidos;0;
Santa Cruz de Marchena;Confirmados PDIA;19;
Santa Cruz de Marchena;Confirmados PDIA 14 días;0;
Santa Cruz de Marchena;Tasa PDIA 14 días;0;
Santa Cruz de Marchena;Confirmados PDIA 7 días;0;
Santa Cruz de Marchena;Tasa PDIA 7 dias;0;
Santa Cruz de Marchena;Total Confirmados ;19;
Santa Cruz de Marchena;Curados;19;
Santa Cruz de Marchena;Fallecidos;0;
Santa Fe de Mondújar;Confirmados PDIA;67;
Santa Fe de Mondújar;Confirmados PDIA 14 días;0;
Santa Fe de Mondújar;Tasa PDIA 14 días;0;
Santa Fe de Mondújar;Confirmados PDIA 7 días;0;
Santa Fe de Mondújar;Tasa PDIA 7 dias;0;
Santa Fe de Mondújar;Total Confirmados ;67;
Santa Fe de Mondújar;Curados;67;
Santa Fe de Mondújar;Fallecidos;0;
Senés;Confirmados PDIA;11;
Senés;Confirmados PDIA 14 días;0;
Senés;Tasa PDIA 14 días;0;
Senés;Confirmados PDIA 7 días;0;
Senés;Tasa PDIA 7 dias;0;
Senés;Total Confirmados ;11;
Senés;Curados;10;
Senés;Fallecidos;1;
Sorbas;Confirmados PDIA;400;
Sorbas;Confirmados PDIA 14 días;0;
Sorbas;Tasa PDIA 14 días;0;
Sorbas;Confirmados PDIA 7 días;0;
Sorbas;Tasa PDIA 7 dias;0;
Sorbas;Total Confirmados ;400;
Sorbas;Curados;395;
Sorbas;Fallecidos;3;
Tabernas;Confirmados PDIA;699;
Tabernas;Confirmados PDIA 14 días;0;
Tabernas;Tasa PDIA 14 días;0;
Tabernas;Confirmados PDIA 7 días;0;
Tabernas;Tasa PDIA 7 dias;0;
Tabernas;Total Confirmados ;699;
Tabernas;Curados;696;
Tabernas;Fallecidos;3;
Tahal;Confirmados PDIA;32;
Tahal;Confirmados PDIA 14 días;0;
Tahal;Tasa PDIA 14 días;0;
Tahal;Confirmados PDIA 7 días;0;
Tahal;Tasa PDIA 7 dias;0;
Tahal;Total Confirmados ;32;
Tahal;Curados;32;
Tahal;Fallecidos;0;
Terque;Confirmados PDIA;54;
Terque;Confirmados PDIA 14 días;0;
Terque;Tasa PDIA 14 días;0;
Terque;Confirmados PDIA 7 días;0;
Terque;Tasa PDIA 7 dias;0;
Terque;Total Confirmados ;54;
Terque;Curados;50;
Terque;Fallecidos;4;
Tres Villas (Las);Confirmados PDIA;31;
Tres Villas (Las);Confirmados PDIA 14 días;0;
Tres Villas (Las);Tasa PDIA 14 días;0;
Tres Villas (Las);Confirmados PDIA 7 días;0;
Tres Villas (Las);Tasa PDIA 7 dias;0;
Tres Villas (Las);Total Confirmados ;31;
Tres Villas (Las);Curados;30;
Tres Villas (Las);Fallecidos;1;
Turrillas;Confirmados PDIA;17;
Turrillas;Confirmados PDIA 14 días;0;
Turrillas;Tasa PDIA 14 días;0;
Turrillas;Confirmados PDIA 7 días;0;
Turrillas;Tasa PDIA 7 dias;0;
Turrillas;Total Confirmados ;17;
Turrillas;Curados;16;
Turrillas;Fallecidos;1;
Uleila del Campo;Confirmados PDIA;90;
Uleila del Campo;Confirmados PDIA 14 días;0;
Uleila del Campo;Tasa PDIA 14 días;0;
Uleila del Campo;Confirmados PDIA 7 días;0;
Uleila del Campo;Tasa PDIA 7 dias;0;
Uleila del Campo;Total Confirmados ;90;
Uleila del Campo;Curados;88;
Uleila del Campo;Fallecidos;1;
Velefique;Confirmados PDIA;7;
Velefique;Confirmados PDIA 14 días;0;
Velefique;Tasa PDIA 14 días;0;
Velefique;Confirmados PDIA 7 días;0;
Velefique;Tasa PDIA 7 dias;0;
Velefique;Total Confirmados ;7;
Velefique;Curados;7;
Velefique;Fallecidos;0;
Viator;Confirmados PDIA;1377;
Viator;Confirmados PDIA 14 días;0;
Viator;Tasa PDIA 14 días;0;
Viator;Confirmados PDIA 7 días;0;
Viator;Tasa PDIA 7 dias;0;
Viator;Total Confirmados ;1377;
Viator;Curados;1357;
Viator;Fallecidos;9;
Levante-Alto Almanzora;Confirmados PDIA;27802;
Levante-Alto Almanzora;Confirmados PDIA 14 días;0;
Levante-Alto Almanzora;Tasa PDIA 14 días;0;
Levante-Alto Almanzora;Confirmados PDIA 7 días;0;
Levante-Alto Almanzora;Tasa PDIA 7 dias;0;
Levante-Alto Almanzora;Total Confirmados ;27850;
Levante-Alto Almanzora;Curados;27571;
Levante-Alto Almanzora;Fallecidos;271;
Albanchez;Confirmados PDIA;58;
Albanchez;Confirmados PDIA 14 días;0;
Albanchez;Tasa PDIA 14 días;0;
Albanchez;Confirmados PDIA 7 días;0;
Albanchez;Tasa PDIA 7 dias;0;
Albanchez;Total Confirmados ;59;
Albanchez;Curados;59;
Albanchez;Fallecidos;0;
Albox;Confirmados PDIA;2760;
Albox;Confirmados PDIA 14 días;0;
Albox;Tasa PDIA 14 días;0;
Albox;Confirmados PDIA 7 días;0;
Albox;Tasa PDIA 7 dias;0;
Albox;Total Confirmados ;2760;
Albox;Curados;2732;
Albox;Fallecidos;27;
Alcóntar;Confirmados PDIA;49;
Alcóntar;Confirmados PDIA 14 días;0;
Alcóntar;Tasa PDIA 14 días;0;
Alcóntar;Confirmados PDIA 7 días;0;
Alcóntar;Tasa PDIA 7 dias;0;
Alcóntar;Total Confirmados ;49;
Alcóntar;Curados;49;
Alcóntar;Fallecidos;0;
Antas;Confirmados PDIA;706;
Antas;Confirmados PDIA 14 días;0;
Antas;Tasa PDIA 14 días;0;
Antas;Confirmados PDIA 7 días;0;
Antas;Tasa PDIA 7 dias;0;
Antas;Total Confirmados ;706;
Antas;Curados;694;
Antas;Fallecidos;12;
Arboleas;Confirmados PDIA;462;
Arboleas;Confirmados PDIA 14 días;0;
Arboleas;Tasa PDIA 14 días;0;
Arboleas;Confirmados PDIA 7 días;0;
Arboleas;Tasa PDIA 7 dias;0;
Arboleas;Total Confirmados ;462;
Arboleas;Curados;453;
Arboleas;Fallecidos;8;
Armuña de Almanzora;Confirmados PDIA;65;
Armuña de Almanzora;Confirmados PDIA 14 días;0;
Armuña de Almanzora;Tasa PDIA 14 días;0;
Armuña de Almanzora;Confirmados PDIA 7 días;0;
Armuña de Almanzora;Tasa PDIA 7 dias;0;
Armuña de Almanzora;Total Confirmados ;65;
Armuña de Almanzora;Curados;64;
Armuña de Almanzora;Fallecidos;1;
Bacares;Confirmados PDIA;74;
Bacares;Confirmados PDIA 14 días;0;
Bacares;Tasa PDIA 14 días;0;
Bacares;Confirmados PDIA 7 días;0;
Bacares;Tasa PDIA 7 dias;0;
Bacares;Total Confirmados ;74;
Bacares;Curados;64;
Bacares;Fallecidos;10;
Bayarque;Confirmados PDIA;21;
Bayarque;Confirmados PDIA 14 días;0;
Bayarque;Tasa PDIA 14 días;0;
Bayarque;Confirmados PDIA 7 días;0;
Bayarque;Tasa PDIA 7 dias;0;
Bayarque;Total Confirmados ;21;
Bayarque;Curados;20;
Bayarque;Fallecidos;1;
Bédar;Confirmados PDIA;67;
Bédar;Confirmados PDIA 14 días;0;
Bédar;Tasa PDIA 14 días;0;
Bédar;Confirmados PDIA 7 días;0;
Bédar;Tasa PDIA 7 dias;0;
Bédar;Total Confirmados ;67;
Bédar;Curados;67;
Bédar;Fallecidos;0;
Cantoria;Confirmados PDIA;524;
Cantoria;Confirmados PDIA 14 días;0;
Cantoria;Tasa PDIA 14 días;0;
Cantoria;Confirmados PDIA 7 días;0;
Cantoria;Tasa PDIA 7 dias;0;
Cantoria;Total Confirmados ;524;
Cantoria;Curados;521;
Cantoria;Fallecidos;3;
Chercos;Confirmados PDIA;19;
Chercos;Confirmados PDIA 14 días;0;
Chercos;Tasa PDIA 14 días;0;
Chercos;Confirmados PDIA 7 días;0;
Chercos;Tasa PDIA 7 dias;0;
Chercos;Total Confirmados ;19;
Chercos;Curados;19;
Chercos;Fallecidos;0;
Chirivel;Confirmados PDIA;272;
Chirivel;Confirmados PDIA 14 días;0;
Chirivel;Tasa PDIA 14 días;0;
Chirivel;Confirmados PDIA 7 días;0;
Chirivel;Tasa PDIA 7 dias;0;
Chirivel;Total Confirmados ;274;
Chirivel;Curados;263;
Chirivel;Fallecidos;11;
Cóbdar;Confirmados PDIA;20;
Cóbdar;Confirmados PDIA 14 días;0;
Cóbdar;Tasa PDIA 14 días;0;
Cóbdar;Confirmados PDIA 7 días;0;
Cóbdar;Tasa PDIA 7 dias;0;
Cóbdar;Total Confirmados ;20;
Cóbdar;Curados;20;
Cóbdar;Fallecidos;0;
Cuevas del Almanzora;Confirmados PDIA;2586;
Cuevas del Almanzora;Confirmados PDIA 14 días;0;
Cuevas del Almanzora;Tasa PDIA 14 días;0;
Cuevas del Almanzora;Confirmados PDIA 7 días;0;
Cuevas del Almanzora;Tasa PDIA 7 dias;0;
Cuevas del Almanzora;Total Confirmados ;2591;
Cuevas del Almanzora;Curados;2569;
Cuevas del Almanzora;Fallecidos;22;
Cuevas de Vera;Confirmados PDIA;;
Cuevas de Vera;Confirmados PDIA 14 días;;
Cuevas de Vera;Tasa PDIA 14 días;0;
Cuevas de Vera;Confirmados PDIA 7 días;;
Cuevas de Vera;Tasa PDIA 7 dias;0;
Cuevas de Vera;Total Confirmados ;;
Cuevas de Vera;Curados;;
Cuevas de Vera;Fallecidos;;
Fines;Confirmados PDIA;408;
Fines;Confirmados PDIA 14 días;0;
Fines;Tasa PDIA 14 días;0;
Fines;Confirmados PDIA 7 días;0;
Fines;Tasa PDIA 7 dias;0;
Fines;Total Confirmados ;409;
Fines;Curados;406;
Fines;Fallecidos;3;
Gallardos (Los);Confirmados PDIA;437;
Gallardos (Los);Confirmados PDIA 14 días;0;
Gallardos (Los);Tasa PDIA 14 días;0;
Gallardos (Los);Confirmados PDIA 7 días;0;
Gallardos (Los);Tasa PDIA 7 dias;0;
Gallardos (Los);Total Confirmados ;437;
Gallardos (Los);Curados;431;
Gallardos (Los);Fallecidos;6;
Garrucha;Confirmados PDIA;1443;
Garrucha;Confirmados PDIA 14 días;0;
Garrucha;Tasa PDIA 14 días;0;
Garrucha;Confirmados PDIA 7 días;0;
Garrucha;Tasa PDIA 7 dias;0;
Garrucha;Total Confirmados ;1445;
Garrucha;Curados;1433;
Garrucha;Fallecidos;12;
Huércal-Overa;Confirmados PDIA;4072;
Huércal-Overa;Confirmados PDIA 14 días;0;
Huércal-Overa;Tasa PDIA 14 días;0;
Huércal-Overa;Confirmados PDIA 7 días;0;
Huércal-Overa;Tasa PDIA 7 dias;0;
Huércal-Overa;Total Confirmados ;4082;
Huércal-Overa;Curados;4055;
Huércal-Overa;Fallecidos;26;
Laroya;Confirmados PDIA;4;
Laroya;Confirmados PDIA 14 días;0;
Laroya;Tasa PDIA 14 días;0;
Laroya;Confirmados PDIA 7 días;0;
Laroya;Tasa PDIA 7 dias;0;
Laroya;Total Confirmados ;4;
Laroya;Curados;4;
Laroya;Fallecidos;0;
Líjar;Confirmados PDIA;41;
Líjar;Confirmados PDIA 14 días;0;
Líjar;Tasa PDIA 14 días;0;
Líjar;Confirmados PDIA 7 días;0;
Líjar;Tasa PDIA 7 dias;0;
Líjar;Total Confirmados ;41;
Líjar;Curados;40;
Líjar;Fallecidos;1;
Lúcar;Confirmados PDIA;156;
Lúcar;Confirmados PDIA 14 días;0;
Lúcar;Tasa PDIA 14 días;0;
Lúcar;Confirmados PDIA 7 días;0;
Lúcar;Tasa PDIA 7 dias;0;
Lúcar;Total Confirmados ;157;
Lúcar;Curados;157;
Lúcar;Fallecidos;0;
Macael;Confirmados PDIA;1304;
Macael;Confirmados PDIA 14 días;0;
Macael;Tasa PDIA 14 días;0;
Macael;Confirmados PDIA 7 días;0;
Macael;Tasa PDIA 7 dias;0;
Macael;Total Confirmados ;1307;
Macael;Curados;1293;
Macael;Fallecidos;14;
María;Confirmados PDIA;219;
María;Confirmados PDIA 14 días;0;
María;Tasa PDIA 14 días;0;
María;Confirmados PDIA 7 días;0;
María;Tasa PDIA 7 dias;0;
María;Total Confirmados ;219;
María;Curados;219;
María;Fallecidos;0;
Mojácar;Confirmados PDIA;1032;
Mojácar;Confirmados PDIA 14 días;0;
Mojácar;Tasa PDIA 14 días;0;
Mojácar;Confirmados PDIA 7 días;0;
Mojácar;Tasa PDIA 7 dias;0;
Mojácar;Total Confirmados ;1033;
Mojácar;Curados;1015;
Mojácar;Fallecidos;18;
Olula del Río;Confirmados PDIA;1315;
Olula del Río;Confirmados PDIA 14 días;0;
Olula del Río;Tasa PDIA 14 días;0;
Olula del Río;Confirmados PDIA 7 días;0;
Olula del Río;Tasa PDIA 7 dias;0;
Olula del Río;Total Confirmados ;1324;
Olula del Río;Curados;1320;
Olula del Río;Fallecidos;4;
Oria;Confirmados PDIA;300;
Oria;Confirmados PDIA 14 días;0;
Oria;Tasa PDIA 14 días;0;
Oria;Confirmados PDIA 7 días;0;
Oria;Tasa PDIA 7 dias;0;
Oria;Total Confirmados ;301;
Oria;Curados;297;
Oria;Fallecidos;4;
Partaloa;Confirmados PDIA;56;
Partaloa;Confirmados PDIA 14 días;0;
Partaloa;Tasa PDIA 14 días;0;
Partaloa;Confirmados PDIA 7 días;0;
Partaloa;Tasa PDIA 7 dias;0;
Partaloa;Total Confirmados ;56;
Partaloa;Curados;55;
Partaloa;Fallecidos;1;
Pulpí;Confirmados PDIA;2170;
Pulpí;Confirmados PDIA 14 días;0;
Pulpí;Tasa PDIA 14 días;0;
Pulpí;Confirmados PDIA 7 días;0;
Pulpí;Tasa PDIA 7 dias;0;
Pulpí;Total Confirmados ;2172;
Pulpí;Curados;2162;
Pulpí;Fallecidos;10;
Purchena;Confirmados PDIA;259;
Purchena;Confirmados PDIA 14 días;0;
Purchena;Tasa PDIA 14 días;0;
Purchena;Confirmados PDIA 7 días;0;
Purchena;Tasa PDIA 7 dias;0;
Purchena;Total Confirmados ;261;
Purchena;Curados;257;
Purchena;Fallecidos;3;
Serón;Confirmados PDIA;305;
Serón;Confirmados PDIA 14 días;0;
Serón;Tasa PDIA 14 días;0;
Serón;Confirmados PDIA 7 días;0;
Serón;Tasa PDIA 7 dias;0;
Serón;Total Confirmados ;306;
Serón;Curados;304;
Serón;Fallecidos;2;
Sierro;Confirmados PDIA;38;
Sierro;Confirmados PDIA 14 días;0;
Sierro;Tasa PDIA 14 días;0;
Sierro;Confirmados PDIA 7 días;0;
Sierro;Tasa PDIA 7 dias;0;
Sierro;Total Confirmados ;39;
Sierro;Curados;39;
Sierro;Fallecidos;0;
Somontín;Confirmados PDIA;45;
Somontín;Confirmados PDIA 14 días;0;
Somontín;Tasa PDIA 14 días;0;
Somontín;Confirmados PDIA 7 días;0;
Somontín;Tasa PDIA 7 dias;0;
Somontín;Total Confirmados ;45;
Somontín;Curados;44;
Somontín;Fallecidos;1;
Suflí;Confirmados PDIA;11;
Suflí;Confirmados PDIA 14 días;0;
Suflí;Tasa PDIA 14 días;0;
Suflí;Confirmados PDIA 7 días;0;
Suflí;Tasa PDIA 7 dias;0;
Suflí;Total Confirmados ;11;
Suflí;Curados;11;
Suflí;Fallecidos;0;
Taberno;Confirmados PDIA;98;
Taberno;Confirmados PDIA 14 días;0;
Taberno;Tasa PDIA 14 días;0;
Taberno;Confirmados PDIA 7 días;0;
Taberno;Tasa PDIA 7 dias;0;
Taberno;Total Confirmados ;98;
Taberno;Curados;94;
Taberno;Fallecidos;4;
Tíjola;Confirmados PDIA;853;
Tíjola;Confirmados PDIA 14 días;0;
Tíjola;Tasa PDIA 14 días;0;
Tíjola;Confirmados PDIA 7 días;0;
Tíjola;Tasa PDIA 7 dias;0;
Tíjola;Total Confirmados ;855;
Tíjola;Curados;849;
Tíjola;Fallecidos;4;
Turre;Confirmados PDIA;521;
Turre;Confirmados PDIA 14 días;0;
Turre;Tasa PDIA 14 días;0;
Turre;Confirmados PDIA 7 días;0;
Turre;Tasa PDIA 7 dias;0;
Turre;Total Confirmados ;521;
Turre;Curados;516;
Turre;Fallecidos;4;
Urrácal;Confirmados PDIA;41;
Urrácal;Confirmados PDIA 14 días;0;
Urrácal;Tasa PDIA 14 días;0;
