Territorio;Medida;Valor;
Rute;Tasa PDIA 14 días;0;
Rute;Confirmados PDIA 7 días;0;
Rute;Tasa PDIA 7 dias;0;
Rute;Total Confirmados ;1689;
Rute;Curados;1635;
Rute;Fallecidos;34;
Santaella;Confirmados PDIA;638;
Santaella;Confirmados PDIA 14 días;0;
Santaella;Tasa PDIA 14 días;0;
Santaella;Confirmados PDIA 7 días;0;
Santaella;Tasa PDIA 7 dias;0;
Santaella;Total Confirmados ;644;
Santaella;Curados;632;
Santaella;Fallecidos;2;
Zuheros;Confirmados PDIA;82;
Zuheros;Confirmados PDIA 14 días;0;
Zuheros;Tasa PDIA 14 días;0;
Zuheros;Confirmados PDIA 7 días;0;
Zuheros;Tasa PDIA 7 dias;0;
Zuheros;Total Confirmados ;82;
Zuheros;Curados;81;
Zuheros;Fallecidos;0;
Guadalquivir;Confirmados PDIA;20907;
Guadalquivir;Confirmados PDIA 14 días;0;
Guadalquivir;Tasa PDIA 14 días;0;
Guadalquivir;Confirmados PDIA 7 días;0;
Guadalquivir;Tasa PDIA 7 dias;0;
Guadalquivir;Total Confirmados ;20959;
Guadalquivir;Curados;20590;
Guadalquivir;Fallecidos;181;
Adamuz;Confirmados PDIA;656;
Adamuz;Confirmados PDIA 14 días;0;
Adamuz;Tasa PDIA 14 días;0;
Adamuz;Confirmados PDIA 7 días;0;
Adamuz;Tasa PDIA 7 dias;0;
Adamuz;Total Confirmados ;656;
Adamuz;Curados;643;
Adamuz;Fallecidos;6;
Almodóvar del Río;Confirmados PDIA;1508;
Almodóvar del Río;Confirmados PDIA 14 días;0;
Almodóvar del Río;Tasa PDIA 14 días;0;
Almodóvar del Río;Confirmados PDIA 7 días;0;
Almodóvar del Río;Tasa PDIA 7 dias;0;
Almodóvar del Río;Total Confirmados ;1513;
Almodóvar del Río;Curados;1493;
Almodóvar del Río;Fallecidos;9;
Bujalance;Confirmados PDIA;1367;
Bujalance;Confirmados PDIA 14 días;0;
Bujalance;Tasa PDIA 14 días;0;
Bujalance;Confirmados PDIA 7 días;0;
Bujalance;Tasa PDIA 7 dias;0;
Bujalance;Total Confirmados ;1370;
Bujalance;Curados;1354;
Bujalance;Fallecidos;7;
Cañete de las Torres;Confirmados PDIA;434;
Cañete de las Torres;Confirmados PDIA 14 días;0;
Cañete de las Torres;Tasa PDIA 14 días;0;
Cañete de las Torres;Confirmados PDIA 7 días;0;
Cañete de las Torres;Tasa PDIA 7 dias;0;
Cañete de las Torres;Total Confirmados ;434;
Cañete de las Torres;Curados;429;
Cañete de las Torres;Fallecidos;3;
Carlota (La);Confirmados PDIA;2170;
Carlota (La);Confirmados PDIA 14 días;0;
Carlota (La);Tasa PDIA 14 días;0;
Carlota (La);Confirmados PDIA 7 días;0;
Carlota (La);Tasa PDIA 7 dias;0;
Carlota (La);Total Confirmados ;2181;
Carlota (La);Curados;2148;
Carlota (La);Fallecidos;14;
Carpio (El);Confirmados PDIA;921;
Carpio (El);Confirmados PDIA 14 días;0;
Carpio (El);Tasa PDIA 14 días;0;
Carpio (El);Confirmados PDIA 7 días;0;
Carpio (El);Tasa PDIA 7 dias;0;
Carpio (El);Total Confirmados ;925;
Carpio (El);Curados;900;
Carpio (El);Fallecidos;16;
Fuente Carreteros;Confirmados PDIA;126;
Fuente Carreteros;Confirmados PDIA 14 días;0;
Fuente Carreteros;Tasa PDIA 14 días;0;
Fuente Carreteros;Confirmados PDIA 7 días;0;
Fuente Carreteros;Tasa PDIA 7 dias;0;
Fuente Carreteros;Total Confirmados ;126;
Fuente Carreteros;Curados;123;
Fuente Carreteros;Fallecidos;1;
Fuente Palmera;Confirmados PDIA;1495;
Fuente Palmera;Confirmados PDIA 14 días;0;
Fuente Palmera;Tasa PDIA 14 días;0;
Fuente Palmera;Confirmados PDIA 7 días;0;
Fuente Palmera;Tasa PDIA 7 dias;0;
Fuente Palmera;Total Confirmados ;1497;
Fuente Palmera;Curados;1476;
Fuente Palmera;Fallecidos;9;
Guadalcázar;Confirmados PDIA;252;
Guadalcázar;Confirmados PDIA 14 días;0;
Guadalcázar;Tasa PDIA 14 días;0;
Guadalcázar;Confirmados PDIA 7 días;0;
Guadalcázar;Tasa PDIA 7 dias;0;
Guadalcázar;Total Confirmados ;255;
Guadalcázar;Curados;251;
Guadalcázar;Fallecidos;2;
Hornachuelos;Confirmados PDIA;621;
Hornachuelos;Confirmados PDIA 14 días;0;
Hornachuelos;Tasa PDIA 14 días;0;
Hornachuelos;Confirmados PDIA 7 días;0;
Hornachuelos;Tasa PDIA 7 dias;0;
Hornachuelos;Total Confirmados ;621;
Hornachuelos;Curados;607;
Hornachuelos;Fallecidos;8;
Montoro;Confirmados PDIA;1574;
Montoro;Confirmados PDIA 14 días;0;
Montoro;Tasa PDIA 14 días;0;
Montoro;Confirmados PDIA 7 días;0;
Montoro;Tasa PDIA 7 dias;0;
Montoro;Total Confirmados ;1574;
Montoro;Curados;1534;
Montoro;Fallecidos;28;
Obejo;Confirmados PDIA;197;
Obejo;Confirmados PDIA 14 días;0;
Obejo;Tasa PDIA 14 días;0;
Obejo;Confirmados PDIA 7 días;0;
Obejo;Tasa PDIA 7 dias;0;
Obejo;Total Confirmados ;198;
Obejo;Curados;191;
Obejo;Fallecidos;3;
Palma del Río;Confirmados PDIA;3872;
Palma del Río;Confirmados PDIA 14 días;0;
Palma del Río;Tasa PDIA 14 días;0;
Palma del Río;Confirmados PDIA 7 días;0;
Palma del Río;Tasa PDIA 7 dias;0;
Palma del Río;Total Confirmados ;3877;
Palma del Río;Curados;3796;
Palma del Río;Fallecidos;44;
Pedro Abad;Confirmados PDIA;724;
Pedro Abad;Confirmados PDIA 14 días;0;
Pedro Abad;Tasa PDIA 14 días;0;
Pedro Abad;Confirmados PDIA 7 días;0;
Pedro Abad;Tasa PDIA 7 dias;0;
Pedro Abad;Total Confirmados ;726;
Pedro Abad;Curados;719;
Pedro Abad;Fallecidos;2;
Peñaflor;Confirmados PDIA;617;
Peñaflor;Confirmados PDIA 14 días;0;
Peñaflor;Tasa PDIA 14 días;0;
Peñaflor;Confirmados PDIA 7 días;0;
Peñaflor;Tasa PDIA 7 dias;0;
Peñaflor;Total Confirmados ;617;
Peñaflor;Curados;615;
Peñaflor;Fallecidos;1;
Posadas;Confirmados PDIA;1284;
Posadas;Confirmados PDIA 14 días;0;
Posadas;Tasa PDIA 14 días;0;
Posadas;Confirmados PDIA 7 días;0;
Posadas;Tasa PDIA 7 dias;0;
Posadas;Total Confirmados ;1288;
Posadas;Curados;1265;
Posadas;Fallecidos;9;
San Sebastián de los Ballesteros;Confirmados PDIA;127;
San Sebastián de los Ballesteros;Confirmados PDIA 14 días;0;
San Sebastián de los Ballesteros;Tasa PDIA 14 días;0;
San Sebastián de los Ballesteros;Confirmados PDIA 7 días;0;
San Sebastián de los Ballesteros;Tasa PDIA 7 dias;0;
San Sebastián de los Ballesteros;Total Confirmados ;127;
San Sebastián de los Ballesteros;Curados;125;
San Sebastián de los Ballesteros;Fallecidos;1;
Valenzuela;Confirmados PDIA;176;
Valenzuela;Confirmados PDIA 14 días;0;
Valenzuela;Tasa PDIA 14 días;0;
Valenzuela;Confirmados PDIA 7 días;0;
Valenzuela;Tasa PDIA 7 dias;0;
Valenzuela;Total Confirmados ;176;
Valenzuela;Curados;174;
Valenzuela;Fallecidos;0;
Victoria (La);Confirmados PDIA;242;
Victoria (La);Confirmados PDIA 14 días;0;
Victoria (La);Tasa PDIA 14 días;0;
Victoria (La);Confirmados PDIA 7 días;0;
Victoria (La);Tasa PDIA 7 dias;0;
Victoria (La);Total Confirmados ;242;
Victoria (La);Curados;241;
Victoria (La);Fallecidos;1;
Villa del Río;Confirmados PDIA;1232;
Villa del Río;Confirmados PDIA 14 días;0;
Villa del Río;Tasa PDIA 14 días;0;
Villa del Río;Confirmados PDIA 7 días;0;
Villa del Río;Tasa PDIA 7 dias;0;
Villa del Río;Total Confirmados ;1240;
Villa del Río;Curados;1218;
Villa del Río;Fallecidos;8;
Villafranca de Córdoba;Confirmados PDIA;812;
Villafranca de Córdoba;Confirmados PDIA 14 días;0;
Villafranca de Córdoba;Tasa PDIA 14 días;0;
Villafranca de Córdoba;Confirmados PDIA 7 días;0;
Villafranca de Córdoba;Tasa PDIA 7 dias;0;
Villafranca de Córdoba;Total Confirmados ;814;
Villafranca de Córdoba;Curados;804;
Villafranca de Córdoba;Fallecidos;2;
Villaharta;Confirmados PDIA;114;
Villaharta;Confirmados PDIA 14 días;0;
Villaharta;Tasa PDIA 14 días;0;
Villaharta;Confirmados PDIA 7 días;0;
Villaharta;Tasa PDIA 7 dias;0;
Villaharta;Total Confirmados ;114;
Villaharta;Curados;110;
Villaharta;Fallecidos;2;
Villaviciosa de Córdoba;Confirmados PDIA;386;
Villaviciosa de Córdoba;Confirmados PDIA 14 días;0;
Villaviciosa de Córdoba;Tasa PDIA 14 días;0;
Villaviciosa de Córdoba;Confirmados PDIA 7 días;0;
Villaviciosa de Córdoba;Tasa PDIA 7 dias;0;
Villaviciosa de Córdoba;Total Confirmados ;388;
Villaviciosa de Córdoba;Curados;374;
Villaviciosa de Córdoba;Fallecidos;5;
Córdoba Norte;Confirmados PDIA;13541;
Córdoba Norte;Confirmados PDIA 14 días;0;
Córdoba Norte;Tasa PDIA 14 días;0;
Córdoba Norte;Confirmados PDIA 7 días;0;
Córdoba Norte;Tasa PDIA 7 dias;0;
Córdoba Norte;Total Confirmados ;13560;
Córdoba Norte;Curados;13222;
Córdoba Norte;Fallecidos;196;
Alcaracejos;Confirmados PDIA;250;
Alcaracejos;Confirmados PDIA 14 días;0;
Alcaracejos;Tasa PDIA 14 días;0;
Alcaracejos;Confirmados PDIA 7 días;0;
Alcaracejos;Tasa PDIA 7 dias;0;
Alcaracejos;Total Confirmados ;250;
Alcaracejos;Curados;243;
Alcaracejos;Fallecidos;6;
Añora;Confirmados PDIA;330;
Añora;Confirmados PDIA 14 días;0;
Añora;Tasa PDIA 14 días;0;
Añora;Confirmados PDIA 7 días;0;
Añora;Tasa PDIA 7 dias;0;
Añora;Total Confirmados ;330;
Añora;Curados;329;
Añora;Fallecidos;1;
Belalcázar;Confirmados PDIA;620;
Belalcázar;Confirmados PDIA 14 días;0;
Belalcázar;Tasa PDIA 14 días;0;
Belalcázar;Confirmados PDIA 7 días;0;
Belalcázar;Tasa PDIA 7 dias;0;
Belalcázar;Total Confirmados ;620;
Belalcázar;Curados;603;
Belalcázar;Fallecidos;13;
Belmez;Confirmados PDIA;496;
Belmez;Confirmados PDIA 14 días;0;
Belmez;Tasa PDIA 14 días;0;
Belmez;Confirmados PDIA 7 días;0;
Belmez;Tasa PDIA 7 dias;0;
Belmez;Total Confirmados ;498;
Belmez;Curados;477;
Belmez;Fallecidos;17;
Blázquez (Los);Confirmados PDIA;109;
Blázquez (Los);Confirmados PDIA 14 días;0;
Blázquez (Los);Tasa PDIA 14 días;0;
Blázquez (Los);Confirmados PDIA 7 días;0;
Blázquez (Los);Tasa PDIA 7 dias;0;
Blázquez (Los);Total Confirmados ;109;
Blázquez (Los);Curados;107;
Blázquez (Los);Fallecidos;0;
Cardeña;Confirmados PDIA;177;
Cardeña;Confirmados PDIA 14 días;0;
Cardeña;Tasa PDIA 14 días;0;
Cardeña;Confirmados PDIA 7 días;0;
Cardeña;Tasa PDIA 7 dias;0;
Cardeña;Total Confirmados ;178;
Cardeña;Curados;175;
Cardeña;Fallecidos;1;
Conquista;Confirmados PDIA;38;
Conquista;Confirmados PDIA 14 días;0;
Conquista;Tasa PDIA 14 días;0;
Conquista;Confirmados PDIA 7 días;0;
Conquista;Tasa PDIA 7 dias;0;
Conquista;Total Confirmados ;38;
Conquista;Curados;37;
Conquista;Fallecidos;0;
Dos Torres;Confirmados PDIA;400;
Dos Torres;Confirmados PDIA 14 días;0;
Dos Torres;Tasa PDIA 14 días;0;
Dos Torres;Confirmados PDIA 7 días;0;
Dos Torres;Tasa PDIA 7 dias;0;
Dos Torres;Total Confirmados ;401;
Dos Torres;Curados;397;
Dos Torres;Fallecidos;2;
Espiel;Confirmados PDIA;488;
Espiel;Confirmados PDIA 14 días;0;
Espiel;Tasa PDIA 14 días;0;
Espiel;Confirmados PDIA 7 días;0;
Espiel;Tasa PDIA 7 dias;0;
Espiel;Total Confirmados ;488;
Espiel;Curados;471;
Espiel;Fallecidos;11;
Fuente la Lancha;Confirmados PDIA;42;
Fuente la Lancha;Confirmados PDIA 14 días;0;
Fuente la Lancha;Tasa PDIA 14 días;0;
Fuente la Lancha;Confirmados PDIA 7 días;0;
Fuente la Lancha;Tasa PDIA 7 dias;0;
Fuente la Lancha;Total Confirmados ;42;
Fuente la Lancha;Curados;40;
Fuente la Lancha;Fallecidos;0;
Fuente Obejuna;Confirmados PDIA;680;
Fuente Obejuna;Confirmados PDIA 14 días;0;
Fuente Obejuna;Tasa PDIA 14 días;0;
Fuente Obejuna;Confirmados PDIA 7 días;0;
Fuente Obejuna;Tasa PDIA 7 dias;0;
Fuente Obejuna;Total Confirmados ;680;
Fuente Obejuna;Curados;664;
Fuente Obejuna;Fallecidos;9;
Granjuela (La);Confirmados PDIA;82;
Granjuela (La);Confirmados PDIA 14 días;0;
Granjuela (La);Tasa PDIA 14 días;0;
Granjuela (La);Confirmados PDIA 7 días;0;
Granjuela (La);Tasa PDIA 7 dias;0;
Granjuela (La);Total Confirmados ;82;
Granjuela (La);Curados;81;
Granjuela (La);Fallecidos;1;
Guijo (El);Confirmados PDIA;51;
Guijo (El);Confirmados PDIA 14 días;0;
Guijo (El);Tasa PDIA 14 días;0;
Guijo (El);Confirmados PDIA 7 días;0;
Guijo (El);Tasa PDIA 7 dias;0;
Guijo (El);Total Confirmados ;51;
Guijo (El);Curados;51;
Guijo (El);Fallecidos;0;
Hinojosa del Duque;Confirmados PDIA;1434;
Hinojosa del Duque;Confirmados PDIA 14 días;0;
Hinojosa del Duque;Tasa PDIA 14 días;0;
Hinojosa del Duque;Confirmados PDIA 7 días;0;
Hinojosa del Duque;Tasa PDIA 7 dias;0;
Hinojosa del Duque;Total Confirmados ;1437;
Hinojosa del Duque;Curados;1399;
Hinojosa del Duque;Fallecidos;18;
Pedroche;Confirmados PDIA;374;
Pedroche;Confirmados PDIA 14 días;0;
Pedroche;Tasa PDIA 14 días;0;
Pedroche;Confirmados PDIA 7 días;0;
Pedroche;Tasa PDIA 7 dias;0;
Pedroche;Total Confirmados ;375;
Pedroche;Curados;354;
Pedroche;Fallecidos;15;
Peñarroya-Pueblonuevo;Confirmados PDIA;1923;
Peñarroya-Pueblonuevo;Confirmados PDIA 14 días;0;
Peñarroya-Pueblonuevo;Tasa PDIA 14 días;0;
Peñarroya-Pueblonuevo;Confirmados PDIA 7 días;0;
Peñarroya-Pueblonuevo;Tasa PDIA 7 dias;0;
Peñarroya-Pueblonuevo;Total Confirmados ;1924;
Peñarroya-Pueblonuevo;Curados;1868;
Peñarroya-Pueblonuevo;Fallecidos;34;
Pozoblanco;Confirmados PDIA;3295;
Pozoblanco;Confirmados PDIA 14 días;0;
Pozoblanco;Tasa PDIA 14 días;0;
Pozoblanco;Confirmados PDIA 7 días;0;
Pozoblanco;Tasa PDIA 7 dias;0;
Pozoblanco;Total Confirmados ;3300;
Pozoblanco;Curados;3245;
Pozoblanco;Fallecidos;27;
Santa Eufemia;Confirmados PDIA;147;
Santa Eufemia;Confirmados PDIA 14 días;0;
Santa Eufemia;Tasa PDIA 14 días;0;
Santa Eufemia;Confirmados PDIA 7 días;0;
Santa Eufemia;Tasa PDIA 7 dias;0;
Santa Eufemia;Total Confirmados ;147;
Santa Eufemia;Curados;141;
Santa Eufemia;Fallecidos;5;
Torrecampo;Confirmados PDIA;194;
Torrecampo;Confirmados PDIA 14 días;0;
Torrecampo;Tasa PDIA 14 días;0;
Torrecampo;Confirmados PDIA 7 días;0;
Torrecampo;Tasa PDIA 7 dias;0;
Torrecampo;Total Confirmados ;195;
Torrecampo;Curados;184;
Torrecampo;Fallecidos;7;
Valsequillo;Confirmados PDIA;57;
Valsequillo;Confirmados PDIA 14 días;0;
Valsequillo;Tasa PDIA 14 días;0;
Valsequillo;Confirmados PDIA 7 días;0;
Valsequillo;Tasa PDIA 7 dias;0;
Valsequillo;Total Confirmados ;57;
Valsequillo;Curados;57;
Valsequillo;Fallecidos;0;
Villanueva de Córdoba;Confirmados PDIA;1345;
Villanueva de Córdoba;Confirmados PDIA 14 días;0;
Villanueva de Córdoba;Tasa PDIA 14 días;0;
Villanueva de Córdoba;Confirmados PDIA 7 días;0;
Villanueva de Córdoba;Tasa PDIA 7 dias;0;
Villanueva de Córdoba;Total Confirmados ;1347;
Villanueva de Córdoba;Curados;1317;
Villanueva de Córdoba;Fallecidos;13;
Villanueva del Duque;Confirmados PDIA;265;
Villanueva del Duque;Confirmados PDIA 14 días;0;
Villanueva del Duque;Tasa PDIA 14 días;0;
Villanueva del Duque;Confirmados PDIA 7 días;0;
Villanueva del Duque;Tasa PDIA 7 dias;0;
Villanueva del Duque;Total Confirmados ;266;
Villanueva del Duque;Curados;259;
Villanueva del Duque;Fallecidos;3;
Villanueva del Rey;Confirmados PDIA;202;
Villanueva del Rey;Confirmados PDIA 14 días;0;
Villanueva del Rey;Tasa PDIA 14 días;0;
Villanueva del Rey;Confirmados PDIA 7 días;0;
Villanueva del Rey;Tasa PDIA 7 dias;0;
Villanueva del Rey;Total Confirmados ;202;
Villanueva del Rey;Curados;192;
Villanueva del Rey;Fallecidos;9;
Villaralto;Confirmados PDIA;111;
Villaralto;Confirmados PDIA 14 días;0;
