Territorio;Medida;Valor;
Campofrío;Tasa PDIA 14 días;0;
Campofrío;Confirmados PDIA 7 días;0;
Campofrío;Tasa PDIA 7 dias;0;
Campofrío;Total Confirmados ;124;
Campofrío;Curados;122;
Campofrío;Fallecidos;0;
Cañaveral de León;Confirmados PDIA;43;
Cañaveral de León;Confirmados PDIA 14 días;0;
Cañaveral de León;Tasa PDIA 14 días;0;
Cañaveral de León;Confirmados PDIA 7 días;0;
Cañaveral de León;Tasa PDIA 7 dias;0;
Cañaveral de León;Total Confirmados ;43;
Cañaveral de León;Curados;43;
Cañaveral de León;Fallecidos;0;
Castaño del Robledo;Confirmados PDIA;16;
Castaño del Robledo;Confirmados PDIA 14 días;0;
Castaño del Robledo;Tasa PDIA 14 días;0;
Castaño del Robledo;Confirmados PDIA 7 días;0;
Castaño del Robledo;Tasa PDIA 7 dias;0;
Castaño del Robledo;Total Confirmados ;16;
Castaño del Robledo;Curados;16;
Castaño del Robledo;Fallecidos;0;
Cerro de Andévalo (El);Confirmados PDIA;552;
Cerro de Andévalo (El);Confirmados PDIA 14 días;0;
Cerro de Andévalo (El);Tasa PDIA 14 días;0;
Cerro de Andévalo (El);Confirmados PDIA 7 días;0;
Cerro de Andévalo (El);Tasa PDIA 7 dias;0;
Cerro de Andévalo (El);Total Confirmados ;553;
Cerro de Andévalo (El);Curados;536;
Cerro de Andévalo (El);Fallecidos;6;
Corteconcepción;Confirmados PDIA;90;
Corteconcepción;Confirmados PDIA 14 días;0;
Corteconcepción;Tasa PDIA 14 días;0;
Corteconcepción;Confirmados PDIA 7 días;0;
Corteconcepción;Tasa PDIA 7 dias;0;
Corteconcepción;Total Confirmados ;90;
Corteconcepción;Curados;90;
Corteconcepción;Fallecidos;0;
Cortegana;Confirmados PDIA;1013;
Cortegana;Confirmados PDIA 14 días;0;
Cortegana;Tasa PDIA 14 días;0;
Cortegana;Confirmados PDIA 7 días;0;
Cortegana;Tasa PDIA 7 dias;0;
Cortegana;Total Confirmados ;1013;
Cortegana;Curados;993;
Cortegana;Fallecidos;2;
Cortelazor;Confirmados PDIA;32;
Cortelazor;Confirmados PDIA 14 días;0;
Cortelazor;Tasa PDIA 14 días;0;
Cortelazor;Confirmados PDIA 7 días;0;
Cortelazor;Tasa PDIA 7 dias;0;
Cortelazor;Total Confirmados ;32;
Cortelazor;Curados;31;
Cortelazor;Fallecidos;1;
Cumbres de Enmedio;Confirmados PDIA;2;
Cumbres de Enmedio;Confirmados PDIA 14 días;0;
Cumbres de Enmedio;Tasa PDIA 14 días;0;
Cumbres de Enmedio;Confirmados PDIA 7 días;0;
Cumbres de Enmedio;Tasa PDIA 7 dias;0;
Cumbres de Enmedio;Total Confirmados ;2;
Cumbres de Enmedio;Curados;2;
Cumbres de Enmedio;Fallecidos;0;
Cumbres de San Bartolomé;Confirmados PDIA;29;
Cumbres de San Bartolomé;Confirmados PDIA 14 días;0;
Cumbres de San Bartolomé;Tasa PDIA 14 días;0;
Cumbres de San Bartolomé;Confirmados PDIA 7 días;0;
Cumbres de San Bartolomé;Tasa PDIA 7 dias;0;
Cumbres de San Bartolomé;Total Confirmados ;29;
Cumbres de San Bartolomé;Curados;29;
Cumbres de San Bartolomé;Fallecidos;0;
Cumbres Mayores;Confirmados PDIA;349;
Cumbres Mayores;Confirmados PDIA 14 días;0;
Cumbres Mayores;Tasa PDIA 14 días;0;
Cumbres Mayores;Confirmados PDIA 7 días;0;
Cumbres Mayores;Tasa PDIA 7 dias;0;
Cumbres Mayores;Total Confirmados ;350;
Cumbres Mayores;Curados;346;
Cumbres Mayores;Fallecidos;2;
Encinasola;Confirmados PDIA;274;
Encinasola;Confirmados PDIA 14 días;0;
Encinasola;Tasa PDIA 14 días;0;
Encinasola;Confirmados PDIA 7 días;0;
Encinasola;Tasa PDIA 7 dias;0;
Encinasola;Total Confirmados ;274;
Encinasola;Curados;270;
Encinasola;Fallecidos;2;
Fuenteheridos;Confirmados PDIA;100;
Fuenteheridos;Confirmados PDIA 14 días;0;
Fuenteheridos;Tasa PDIA 14 días;0;
Fuenteheridos;Confirmados PDIA 7 días;0;
Fuenteheridos;Tasa PDIA 7 dias;0;
Fuenteheridos;Total Confirmados ;100;
Fuenteheridos;Curados;98;
Fuenteheridos;Fallecidos;0;
Galaroza;Confirmados PDIA;188;
Galaroza;Confirmados PDIA 14 días;0;
Galaroza;Tasa PDIA 14 días;0;
Galaroza;Confirmados PDIA 7 días;0;
Galaroza;Tasa PDIA 7 dias;0;
Galaroza;Total Confirmados ;188;
Galaroza;Curados;187;
Galaroza;Fallecidos;0;
Granada de Río-Tinto (La);Confirmados PDIA;23;
Granada de Río-Tinto (La);Confirmados PDIA 14 días;0;
Granada de Río-Tinto (La);Tasa PDIA 14 días;0;
Granada de Río-Tinto (La);Confirmados PDIA 7 días;0;
Granada de Río-Tinto (La);Tasa PDIA 7 dias;0;
Granada de Río-Tinto (La);Total Confirmados ;23;
Granada de Río-Tinto (La);Curados;21;
Granada de Río-Tinto (La);Fallecidos;0;
Higuera de la Sierra;Confirmados PDIA;206;
Higuera de la Sierra;Confirmados PDIA 14 días;0;
Higuera de la Sierra;Tasa PDIA 14 días;0;
Higuera de la Sierra;Confirmados PDIA 7 días;0;
Higuera de la Sierra;Tasa PDIA 7 dias;0;
Higuera de la Sierra;Total Confirmados ;206;
Higuera de la Sierra;Curados;202;
Higuera de la Sierra;Fallecidos;1;
Hinojales;Confirmados PDIA;33;
Hinojales;Confirmados PDIA 14 días;0;
Hinojales;Tasa PDIA 14 días;0;
Hinojales;Confirmados PDIA 7 días;0;
Hinojales;Tasa PDIA 7 dias;0;
Hinojales;Total Confirmados ;33;
Hinojales;Curados;33;
Hinojales;Fallecidos;0;
Jabugo;Confirmados PDIA;420;
Jabugo;Confirmados PDIA 14 días;0;
Jabugo;Tasa PDIA 14 días;0;
Jabugo;Confirmados PDIA 7 días;0;
Jabugo;Tasa PDIA 7 dias;0;
Jabugo;Total Confirmados ;424;
Jabugo;Curados;418;
Jabugo;Fallecidos;1;
Linares de la Sierra;Confirmados PDIA;24;
Linares de la Sierra;Confirmados PDIA 14 días;0;
Linares de la Sierra;Tasa PDIA 14 días;0;
Linares de la Sierra;Confirmados PDIA 7 días;0;
Linares de la Sierra;Tasa PDIA 7 dias;0;
Linares de la Sierra;Total Confirmados ;24;
Linares de la Sierra;Curados;24;
Linares de la Sierra;Fallecidos;0;
Marines (Los);Confirmados PDIA;65;
Marines (Los);Confirmados PDIA 14 días;0;
Marines (Los);Tasa PDIA 14 días;0;
Marines (Los);Confirmados PDIA 7 días;0;
Marines (Los);Tasa PDIA 7 dias;0;
Marines (Los);Total Confirmados ;65;
Marines (Los);Curados;65;
Marines (Los);Fallecidos;0;
Minas de Riotinto;Confirmados PDIA;531;
Minas de Riotinto;Confirmados PDIA 14 días;0;
Minas de Riotinto;Tasa PDIA 14 días;0;
Minas de Riotinto;Confirmados PDIA 7 días;0;
Minas de Riotinto;Tasa PDIA 7 dias;0;
Minas de Riotinto;Total Confirmados ;532;
Minas de Riotinto;Curados;510;
Minas de Riotinto;Fallecidos;2;
Nava (La);Confirmados PDIA;20;
Nava (La);Confirmados PDIA 14 días;0;
Nava (La);Tasa PDIA 14 días;0;
Nava (La);Confirmados PDIA 7 días;0;
Nava (La);Tasa PDIA 7 dias;0;
Nava (La);Total Confirmados ;20;
Nava (La);Curados;20;
Nava (La);Fallecidos;0;
Nerva;Confirmados PDIA;818;
Nerva;Confirmados PDIA 14 días;0;
Nerva;Tasa PDIA 14 días;0;
Nerva;Confirmados PDIA 7 días;0;
Nerva;Tasa PDIA 7 dias;0;
Nerva;Total Confirmados ;818;
Nerva;Curados;767;
Nerva;Fallecidos;10;
Puerto Moral;Confirmados PDIA;47;
Puerto Moral;Confirmados PDIA 14 días;0;
Puerto Moral;Tasa PDIA 14 días;0;
Puerto Moral;Confirmados PDIA 7 días;0;
Puerto Moral;Tasa PDIA 7 dias;0;
Puerto Moral;Total Confirmados ;47;
Puerto Moral;Curados;47;
Puerto Moral;Fallecidos;0;
Rosal de la Frontera;Confirmados PDIA;379;
Rosal de la Frontera;Confirmados PDIA 14 días;0;
Rosal de la Frontera;Tasa PDIA 14 días;0;
Rosal de la Frontera;Confirmados PDIA 7 días;0;
Rosal de la Frontera;Tasa PDIA 7 dias;0;
Rosal de la Frontera;Total Confirmados ;379;
Rosal de la Frontera;Curados;372;
Rosal de la Frontera;Fallecidos;1;
Santa Ana la Real;Confirmados PDIA;66;
Santa Ana la Real;Confirmados PDIA 14 días;0;
Santa Ana la Real;Tasa PDIA 14 días;0;
Santa Ana la Real;Confirmados PDIA 7 días;0;
Santa Ana la Real;Tasa PDIA 7 dias;0;
Santa Ana la Real;Total Confirmados ;66;
Santa Ana la Real;Curados;66;
Santa Ana la Real;Fallecidos;0;
Valdelarco;Confirmados PDIA;14;
Valdelarco;Confirmados PDIA 14 días;0;
Valdelarco;Tasa PDIA 14 días;0;
Valdelarco;Confirmados PDIA 7 días;0;
Valdelarco;Tasa PDIA 7 dias;0;
Valdelarco;Total Confirmados ;14;
Valdelarco;Curados;13;
Valdelarco;Fallecidos;1;
Valverde del Camino;Confirmados PDIA;2667;
Valverde del Camino;Confirmados PDIA 14 días;0;
Valverde del Camino;Tasa PDIA 14 días;0;
Valverde del Camino;Confirmados PDIA 7 días;0;
Valverde del Camino;Tasa PDIA 7 dias;0;
Valverde del Camino;Total Confirmados ;2677;
Valverde del Camino;Curados;2638;
Valverde del Camino;Fallecidos;5;
Zalamea la Real;Confirmados PDIA;402;
Zalamea la Real;Confirmados PDIA 14 días;0;
Zalamea la Real;Tasa PDIA 14 días;0;
Zalamea la Real;Confirmados PDIA 7 días;0;
Zalamea la Real;Tasa PDIA 7 dias;0;
Zalamea la Real;Total Confirmados ;403;
Zalamea la Real;Curados;383;
Zalamea la Real;Fallecidos;4;
Zarza-Perrunal (La);Confirmados PDIA;144;
Zarza-Perrunal (La);Confirmados PDIA 14 días;0;
Zarza-Perrunal (La);Tasa PDIA 14 días;0;
Zarza-Perrunal (La);Confirmados PDIA 7 días;0;
Zarza-Perrunal (La);Tasa PDIA 7 dias;0;
Zarza-Perrunal (La);Total Confirmados ;144;
Zarza-Perrunal (La);Curados;140;
Zarza-Perrunal (La);Fallecidos;0;
Condado-Campiña;Confirmados PDIA;22798;
Condado-Campiña;Confirmados PDIA 14 días;0;
Condado-Campiña;Tasa PDIA 14 días;0;
Condado-Campiña;Confirmados PDIA 7 días;0;
Condado-Campiña;Tasa PDIA 7 dias;0;
Condado-Campiña;Total Confirmados ;22868;
Condado-Campiña;Curados;22088;
Condado-Campiña;Fallecidos;175;
Almonte;Confirmados PDIA;3563;
Almonte;Confirmados PDIA 14 días;0;
Almonte;Tasa PDIA 14 días;0;
Almonte;Confirmados PDIA 7 días;0;
Almonte;Tasa PDIA 7 dias;0;
Almonte;Total Confirmados ;3572;
Almonte;Curados;3465;
Almonte;Fallecidos;23;
Beas;Confirmados PDIA;668;
Beas;Confirmados PDIA 14 días;0;
Beas;Tasa PDIA 14 días;0;
Beas;Confirmados PDIA 7 días;0;
Beas;Tasa PDIA 7 dias;0;
Beas;Total Confirmados ;668;
Beas;Curados;640;
Beas;Fallecidos;6;
Bollullos Par del Condado;Confirmados PDIA;2081;
Bollullos Par del Condado;Confirmados PDIA 14 días;0;
Bollullos Par del Condado;Tasa PDIA 14 días;0;
Bollullos Par del Condado;Confirmados PDIA 7 días;0;
Bollullos Par del Condado;Tasa PDIA 7 dias;0;
Bollullos Par del Condado;Total Confirmados ;2086;
Bollullos Par del Condado;Curados;2016;
Bollullos Par del Condado;Fallecidos;12;
Bonares;Confirmados PDIA;694;
Bonares;Confirmados PDIA 14 días;0;
Bonares;Tasa PDIA 14 días;0;
Bonares;Confirmados PDIA 7 días;0;
Bonares;Tasa PDIA 7 dias;0;
Bonares;Total Confirmados ;694;
Bonares;Curados;657;
Bonares;Fallecidos;2;
Escacena del Campo;Confirmados PDIA;374;
Escacena del Campo;Confirmados PDIA 14 días;0;
Escacena del Campo;Tasa PDIA 14 días;0;
Escacena del Campo;Confirmados PDIA 7 días;0;
Escacena del Campo;Tasa PDIA 7 dias;0;
Escacena del Campo;Total Confirmados ;379;
Escacena del Campo;Curados;364;
Escacena del Campo;Fallecidos;9;
Gibraleón;Confirmados PDIA;1650;
Gibraleón;Confirmados PDIA 14 días;0;
Gibraleón;Tasa PDIA 14 días;0;
Gibraleón;Confirmados PDIA 7 días;0;
Gibraleón;Tasa PDIA 7 dias;0;
Gibraleón;Total Confirmados ;1656;
Gibraleón;Curados;1576;
Gibraleón;Fallecidos;21;
Lucena del Puerto;Confirmados PDIA;528;
Lucena del Puerto;Confirmados PDIA 14 días;0;
Lucena del Puerto;Tasa PDIA 14 días;0;
Lucena del Puerto;Confirmados PDIA 7 días;0;
Lucena del Puerto;Tasa PDIA 7 dias;0;
Lucena del Puerto;Total Confirmados ;534;
Lucena del Puerto;Curados;522;
Lucena del Puerto;Fallecidos;3;
Manzanilla;Confirmados PDIA;283;
Manzanilla;Confirmados PDIA 14 días;0;
Manzanilla;Tasa PDIA 14 días;0;
Manzanilla;Confirmados PDIA 7 días;0;
Manzanilla;Tasa PDIA 7 dias;0;
Manzanilla;Total Confirmados ;283;
Manzanilla;Curados;278;
Manzanilla;Fallecidos;1;
Moguer;Confirmados PDIA;3062;
Moguer;Confirmados PDIA 14 días;0;
Moguer;Tasa PDIA 14 días;0;
Moguer;Confirmados PDIA 7 días;0;
Moguer;Tasa PDIA 7 dias;0;
Moguer;Total Confirmados ;3068;
Moguer;Curados;2985;
Moguer;Fallecidos;10;
Niebla;Confirmados PDIA;641;
Niebla;Confirmados PDIA 14 días;0;
Niebla;Tasa PDIA 14 días;0;
Niebla;Confirmados PDIA 7 días;0;
Niebla;Tasa PDIA 7 dias;0;
Niebla;Total Confirmados ;644;
Niebla;Curados;626;
Niebla;Fallecidos;2;
Palma del Condado (La);Confirmados PDIA;2052;
Palma del Condado (La);Confirmados PDIA 14 días;0;
Palma del Condado (La);Tasa PDIA 14 días;0;
Palma del Condado (La);Confirmados PDIA 7 días;0;
Palma del Condado (La);Tasa PDIA 7 dias;0;
Palma del Condado (La);Total Confirmados ;2064;
Palma del Condado (La);Curados;1988;
Palma del Condado (La);Fallecidos;26;
Palos de la Frontera;Confirmados PDIA;1862;
Palos de la Frontera;Confirmados PDIA 14 días;0;
Palos de la Frontera;Tasa PDIA 14 días;0;
Palos de la Frontera;Confirmados PDIA 7 días;0;
Palos de la Frontera;Tasa PDIA 7 dias;0;
Palos de la Frontera;Total Confirmados ;1864;
Palos de la Frontera;Curados;1804;
Palos de la Frontera;Fallecidos;10;
Paterna del Campo;Confirmados PDIA;427;
Paterna del Campo;Confirmados PDIA 14 días;0;
Paterna del Campo;Tasa PDIA 14 días;0;
Paterna del Campo;Confirmados PDIA 7 días;0;
Paterna del Campo;Tasa PDIA 7 dias;0;
Paterna del Campo;Total Confirmados ;427;
Paterna del Campo;Curados;415;
Paterna del Campo;Fallecidos;3;
Rociana del Condado;Confirmados PDIA;1039;
Rociana del Condado;Confirmados PDIA 14 días;0;
Rociana del Condado;Tasa PDIA 14 días;0;
Rociana del Condado;Confirmados PDIA 7 días;0;
Rociana del Condado;Tasa PDIA 7 dias;0;
Rociana del Condado;Total Confirmados ;1044;
Rociana del Condado;Curados;997;
Rociana del Condado;Fallecidos;8;
San Bartolomé de la Torre;Confirmados PDIA;567;
San Bartolomé de la Torre;Confirmados PDIA 14 días;0;
San Bartolomé de la Torre;Tasa PDIA 14 días;0;
San Bartolomé de la Torre;Confirmados PDIA 7 días;0;
San Bartolomé de la Torre;Tasa PDIA 7 dias;0;
San Bartolomé de la Torre;Total Confirmados ;568;
San Bartolomé de la Torre;Curados;554;
San Bartolomé de la Torre;Fallecidos;2;
San Juan del Puerto;Confirmados PDIA;1239;
San Juan del Puerto;Confirmados PDIA 14 días;0;
San Juan del Puerto;Tasa PDIA 14 días;0;
San Juan del Puerto;Confirmados PDIA 7 días;0;
San Juan del Puerto;Tasa PDIA 7 dias;0;
San Juan del Puerto;Total Confirmados ;1240;
San Juan del Puerto;Curados;1199;
San Juan del Puerto;Fallecidos;15;
Trigueros;Confirmados PDIA;1054;
Trigueros;Confirmados PDIA 14 días;0;
Trigueros;Tasa PDIA 14 días;0;
Trigueros;Confirmados PDIA 7 días;0;
Trigueros;Tasa PDIA 7 dias;0;
Trigueros;Total Confirmados ;1060;
Trigueros;Curados;1008;
Trigueros;Fallecidos;11;
Villalba del Alcor;Confirmados PDIA;659;
Villalba del Alcor;Confirmados PDIA 14 días;0;
Villalba del Alcor;Tasa PDIA 14 días;0;
Villalba del Alcor;Confirmados PDIA 7 días;0;
Villalba del Alcor;Tasa PDIA 7 dias;0;
Villalba del Alcor;Total Confirmados ;660;
Villalba del Alcor;Curados;643;
Villalba del Alcor;Fallecidos;8;
Villarrasa;Confirmados PDIA;355;
Villarrasa;Confirmados PDIA 14 días;0;
Villarrasa;Tasa PDIA 14 días;0;
Villarrasa;Confirmados PDIA 7 días;0;
Villarrasa;Tasa PDIA 7 dias;0;
Villarrasa;Total Confirmados ;357;
Villarrasa;Curados;351;
Villarrasa;Fallecidos;3;
Huelva-Costa;Confirmados PDIA;47317;
Huelva-Costa;Confirmados PDIA 14 días;0;
Huelva-Costa;Tasa PDIA 14 días;0;
Huelva-Costa;Confirmados PDIA 7 días;0;
Huelva-Costa;Tasa PDIA 7 dias;0;
Huelva-Costa;Total Confirmados ;47443;
Huelva-Costa;Curados;45767;
Huelva-Costa;Fallecidos;243;
Aljaraque;Confirmados PDIA;3289;
Aljaraque;Confirmados PDIA 14 días;0;
Aljaraque;Tasa PDIA 14 días;0;
Aljaraque;Confirmados PDIA 7 días;0;
Aljaraque;Tasa PDIA 7 dias;0;
Aljaraque;Total Confirmados ;3302;
Aljaraque;Curados;3174;
Aljaraque;Fallecidos;18;
Almendro (El);Confirmados PDIA;97;
Almendro (El);Confirmados PDIA 14 días;0;
Almendro (El);Tasa PDIA 14 días;0;
Almendro (El);Confirmados PDIA 7 días;0;
Almendro (El);Tasa PDIA 7 dias;0;
Almendro (El);Total Confirmados ;99;
Almendro (El);Curados;97;
Almendro (El);Fallecidos;0;
Alosno;Confirmados PDIA;494;
Alosno;Confirmados PDIA 14 días;0;
Alosno;Tasa PDIA 14 días;0;
Alosno;Confirmados PDIA 7 días;0;
Alosno;Tasa PDIA 7 dias;0;
Alosno;Total Confirmados ;495;
Alosno;Curados;473;
Alosno;Fallecidos;8;
Ayamonte;Confirmados PDIA;3473;
Ayamonte;Confirmados PDIA 14 días;0;
Ayamonte;Tasa PDIA 14 días;0;
Ayamonte;Confirmados PDIA 7 días;0;
Ayamonte;Tasa PDIA 7 dias;0;
Ayamonte;Total Confirmados ;3479;
Ayamonte;Curados;3402;
Ayamonte;Fallecidos;12;
Cabezas Rubias;Confirmados PDIA;75;
Cabezas Rubias;Confirmados PDIA 14 días;0;
Cabezas Rubias;Tasa PDIA 14 días;0;
Cabezas Rubias;Confirmados PDIA 7 días;0;
Cabezas Rubias;Tasa PDIA 7 dias;0;
Cabezas Rubias;Total Confirmados ;75;
Cabezas Rubias;Curados;74;
Cabezas Rubias;Fallecidos;0;
Cartaya;Confirmados PDIA;3385;
Cartaya;Confirmados PDIA 14 días;0;
Cartaya;Tasa PDIA 14 días;0;
Cartaya;Confirmados PDIA 7 días;0;
Cartaya;Tasa PDIA 7 dias;0;
Cartaya;Total Confirmados ;3390;
Cartaya;Curados;3270;
Cartaya;Fallecidos;17;
Granado (El);Confirmados PDIA;75;
Granado (El);Confirmados PDIA 14 días;0;
Granado (El);Tasa PDIA 14 días;0;
Granado (El);Confirmados PDIA 7 días;0;
Granado (El);Tasa PDIA 7 dias;0;
Granado (El);Total Confirmados ;75;
Granado (El);Curados;71;
Granado (El);Fallecidos;3;
Huelva (capital);Confirmados PDIA;24046;
Huelva (capital);Confirmados PDIA 14 días;0;
Huelva (capital);Tasa PDIA 14 días;0;
Huelva (capital);Confirmados PDIA 7 días;0;
Huelva (capital);Tasa PDIA 7 dias;0;
Huelva (capital);Total Confirmados ;24121;
Huelva (capital);Curados;23153;
Huelva (capital);Fallecidos;125;
Isla Cristina;Confirmados PDIA;4323;
Isla Cristina;Confirmados PDIA 14 días;0;
Isla Cristina;Tasa PDIA 14 días;0;
Isla Cristina;Confirmados PDIA 7 días;0;
Isla Cristina;Tasa PDIA 7 dias;0;
Isla Cristina;Total Confirmados ;4327;
Isla Cristina;Curados;4218;
Isla Cristina;Fallecidos;23;
Lepe;Confirmados PDIA;4296;
Lepe;Confirmados PDIA 14 días;0;
Lepe;Tasa PDIA 14 días;0;
Lepe;Confirmados PDIA 7 días;0;
Lepe;Tasa PDIA 7 dias;0;
Lepe;Total Confirmados ;4304;
Lepe;Curados;4179;
Lepe;Fallecidos;18;
Paymogo;Confirmados PDIA;128;
Paymogo;Confirmados PDIA 14 días;0;
Paymogo;Tasa PDIA 14 días;0;
Paymogo;Confirmados PDIA 7 días;0;
Paymogo;Tasa PDIA 7 dias;0;
Paymogo;Total Confirmados ;128;
Paymogo;Curados;125;
Paymogo;Fallecidos;2;
Puebla de Guzmán;Confirmados PDIA;370;
Puebla de Guzmán;Confirmados PDIA 14 días;0;
Puebla de Guzmán;Tasa PDIA 14 días;0;
Puebla de Guzmán;Confirmados PDIA 7 días;0;
Puebla de Guzmán;Tasa PDIA 7 dias;0;
Puebla de Guzmán;Total Confirmados ;371;
Puebla de Guzmán;Curados;353;
Puebla de Guzmán;Fallecidos;3;
Punta Umbría;Confirmados PDIA;2174;
Punta Umbría;Confirmados PDIA 14 días;0;
Punta Umbría;Tasa PDIA 14 días;0;
Punta Umbría;Confirmados PDIA 7 días;0;
Punta Umbría;Tasa PDIA 7 dias;0;
Punta Umbría;Total Confirmados ;2181;
Punta Umbría;Curados;2116;
Punta Umbría;Fallecidos;6;
San Silvestre de Guzmán;Confirmados PDIA;117;
San Silvestre de Guzmán;Confirmados PDIA 14 días;0;
San Silvestre de Guzmán;Tasa PDIA 14 días;0;
San Silvestre de Guzmán;Confirmados PDIA 7 días;0;
San Silvestre de Guzmán;Tasa PDIA 7 dias;0;
San Silvestre de Guzmán;Total Confirmados ;117;
San Silvestre de Guzmán;Curados;115;
San Silvestre de Guzmán;Fallecidos;0;
Sanlúcar de Guadiana;Confirmados PDIA;45;
Sanlúcar de Guadiana;Confirmados PDIA 14 días;0;
Sanlúcar de Guadiana;Tasa PDIA 14 días;0;
Sanlúcar de Guadiana;Confirmados PDIA 7 días;0;
Sanlúcar de Guadiana;Tasa PDIA 7 dias;0;
Sanlúcar de Guadiana;Total Confirmados ;45;
Sanlúcar de Guadiana;Curados;44;
Sanlúcar de Guadiana;Fallecidos;0;
Santa Bárbara de Casa;Confirmados PDIA;99;
Santa Bárbara de Casa;Confirmados PDIA 14 días;0;
Santa Bárbara de Casa;Tasa PDIA 14 días;0;
Santa Bárbara de Casa;Confirmados PDIA 7 días;0;
Santa Bárbara de Casa;Tasa PDIA 7 dias;0;
Santa Bárbara de Casa;Total Confirmados ;99;
Santa Bárbara de Casa;Curados;94;
Santa Bárbara de Casa;Fallecidos;4;
Villablanca;Confirmados PDIA;422;
Villablanca;Confirmados PDIA 14 días;0;
Villablanca;Tasa PDIA 14 días;0;
Villablanca;Confirmados PDIA 7 días;0;
Villablanca;Tasa PDIA 7 dias;0;
Villablanca;Total Confirmados ;423;
Villablanca;Curados;409;
Villablanca;Fallecidos;2;
Villanueva de las Cruces;Confirmados PDIA;63;
Villanueva de las Cruces;Confirmados PDIA 14 días;0;
Villanueva de las Cruces;Tasa PDIA 14 días;0;
Villanueva de las Cruces;Confirmados PDIA 7 días;0;
Villanueva de las Cruces;Tasa PDIA 7 dias;0;
Villanueva de las Cruces;Total Confirmados ;63;
Villanueva de las Cruces;Curados;60;
Villanueva de las Cruces;Fallecidos;0;
Villanueva de los Castillejos;Confirmados PDIA;346;
Villanueva de los Castillejos;Confirmados PDIA 14 días;0;
Villanueva de los Castillejos;Tasa PDIA 14 días;0;
Villanueva de los Castillejos;Confirmados PDIA 7 días;0;
Villanueva de los Castillejos;Tasa PDIA 7 dias;0;
Villanueva de los Castillejos;Total Confirmados ;349;
Villanueva de los Castillejos;Curados;340;
Villanueva de los Castillejos;Fallecidos;2;
Municipio de Huelva sin especificar;Confirmados PDIA;498;
Municipio de Huelva sin especificar;Confirmados PDIA 14 días;0;
Municipio de Huelva sin especificar;Tasa PDIA 14 días;0;
Municipio de Huelva sin especificar;Confirmados PDIA 7 días;0;
