Territorio;Medida;Valor;
Albanchez de Mágina;Total Confirmados ;154;
Albanchez de Mágina;Curados;151;
Albanchez de Mágina;Fallecidos;3;
Bélmez de la Moraleda;Confirmados PDIA;303;
Bélmez de la Moraleda;Confirmados PDIA 14 días;0;
Bélmez de la Moraleda;Tasa PDIA 14 días;0;
Bélmez de la Moraleda;Confirmados PDIA 7 días;0;
Bélmez de la Moraleda;Tasa PDIA 7 dias;0;
Bélmez de la Moraleda;Total Confirmados ;303;
Bélmez de la Moraleda;Curados;299;
Bélmez de la Moraleda;Fallecidos;4;
Cabra del Santo Cristo;Confirmados PDIA;240;
Cabra del Santo Cristo;Confirmados PDIA 14 días;0;
Cabra del Santo Cristo;Tasa PDIA 14 días;0;
Cabra del Santo Cristo;Confirmados PDIA 7 días;0;
Cabra del Santo Cristo;Tasa PDIA 7 dias;0;
Cabra del Santo Cristo;Total Confirmados ;241;
Cabra del Santo Cristo;Curados;237;
Cabra del Santo Cristo;Fallecidos;4;
Cambil;Confirmados PDIA;573;
Cambil;Confirmados PDIA 14 días;0;
Cambil;Tasa PDIA 14 días;0;
Cambil;Confirmados PDIA 7 días;0;
Cambil;Tasa PDIA 7 dias;0;
Cambil;Total Confirmados ;574;
Cambil;Curados;562;
Cambil;Fallecidos;12;
Campillo de Arenas;Confirmados PDIA;422;
Campillo de Arenas;Confirmados PDIA 14 días;0;
Campillo de Arenas;Tasa PDIA 14 días;0;
Campillo de Arenas;Confirmados PDIA 7 días;0;
Campillo de Arenas;Tasa PDIA 7 dias;0;
Campillo de Arenas;Total Confirmados ;422;
Campillo de Arenas;Curados;420;
Campillo de Arenas;Fallecidos;2;
Cárcheles;Confirmados PDIA;212;
Cárcheles;Confirmados PDIA 14 días;0;
Cárcheles;Tasa PDIA 14 días;0;
Cárcheles;Confirmados PDIA 7 días;0;
Cárcheles;Tasa PDIA 7 dias;0;
Cárcheles;Total Confirmados ;214;
Cárcheles;Curados;210;
Cárcheles;Fallecidos;4;
Cazalilla;Confirmados PDIA;224;
Cazalilla;Confirmados PDIA 14 días;0;
Cazalilla;Tasa PDIA 14 días;0;
Cazalilla;Confirmados PDIA 7 días;0;
Cazalilla;Tasa PDIA 7 dias;0;
Cazalilla;Total Confirmados ;225;
Cazalilla;Curados;213;
Cazalilla;Fallecidos;12;
Espeluy;Confirmados PDIA;140;
Espeluy;Confirmados PDIA 14 días;0;
Espeluy;Tasa PDIA 14 días;0;
Espeluy;Confirmados PDIA 7 días;0;
Espeluy;Tasa PDIA 7 dias;0;
Espeluy;Total Confirmados ;140;
Espeluy;Curados;140;
Espeluy;Fallecidos;0;
Fuerte del Rey;Confirmados PDIA;290;
Fuerte del Rey;Confirmados PDIA 14 días;0;
Fuerte del Rey;Tasa PDIA 14 días;0;
Fuerte del Rey;Confirmados PDIA 7 días;0;
Fuerte del Rey;Tasa PDIA 7 dias;0;
Fuerte del Rey;Total Confirmados ;293;
Fuerte del Rey;Curados;280;
Fuerte del Rey;Fallecidos;13;
Guardia de Jaén (La);Confirmados PDIA;1002;
Guardia de Jaén (La);Confirmados PDIA 14 días;0;
Guardia de Jaén (La);Tasa PDIA 14 días;0;
Guardia de Jaén (La);Confirmados PDIA 7 días;0;
Guardia de Jaén (La);Tasa PDIA 7 dias;0;
Guardia de Jaén (La);Total Confirmados ;1008;
Guardia de Jaén (La);Curados;992;
Guardia de Jaén (La);Fallecidos;14;
Huelma;Confirmados PDIA;1239;
Huelma;Confirmados PDIA 14 días;0;
Huelma;Tasa PDIA 14 días;0;
Huelma;Confirmados PDIA 7 días;0;
Huelma;Tasa PDIA 7 dias;0;
Huelma;Total Confirmados ;1243;
Huelma;Curados;1226;
Huelma;Fallecidos;17;
Jaén (capital);Confirmados PDIA;22011;
Jaén (capital);Confirmados PDIA 14 días;0;
Jaén (capital);Tasa PDIA 14 días;0;
Jaén (capital);Confirmados PDIA 7 días;0;
Jaén (capital);Tasa PDIA 7 dias;0;
Jaén (capital);Total Confirmados ;22178;
Jaén (capital);Curados;21931;
Jaén (capital);Fallecidos;239;
Jamilena;Confirmados PDIA;816;
Jamilena;Confirmados PDIA 14 días;0;
Jamilena;Tasa PDIA 14 días;0;
Jamilena;Confirmados PDIA 7 días;0;
Jamilena;Tasa PDIA 7 dias;0;
Jamilena;Total Confirmados ;818;
Jamilena;Curados;810;
Jamilena;Fallecidos;7;
Jimena;Confirmados PDIA;293;
Jimena;Confirmados PDIA 14 días;0;
Jimena;Tasa PDIA 14 días;0;
Jimena;Confirmados PDIA 7 días;0;
Jimena;Tasa PDIA 7 dias;0;
Jimena;Total Confirmados ;295;
Jimena;Curados;292;
Jimena;Fallecidos;3;
Mancha Real;Confirmados PDIA;2633;
Mancha Real;Confirmados PDIA 14 días;0;
Mancha Real;Tasa PDIA 14 días;0;
Mancha Real;Confirmados PDIA 7 días;0;
Mancha Real;Tasa PDIA 7 dias;0;
Mancha Real;Total Confirmados ;2642;
Mancha Real;Curados;2630;
Mancha Real;Fallecidos;12;
Mengíbar;Confirmados PDIA;2299;
Mengíbar;Confirmados PDIA 14 días;0;
Mengíbar;Tasa PDIA 14 días;0;
Mengíbar;Confirmados PDIA 7 días;0;
Mengíbar;Tasa PDIA 7 dias;0;
Mengíbar;Total Confirmados ;2309;
Mengíbar;Curados;2290;
Mengíbar;Fallecidos;19;
Noalejo;Confirmados PDIA;345;
Noalejo;Confirmados PDIA 14 días;0;
Noalejo;Tasa PDIA 14 días;0;
Noalejo;Confirmados PDIA 7 días;0;
Noalejo;Tasa PDIA 7 dias;0;
Noalejo;Total Confirmados ;346;
Noalejo;Curados;341;
Noalejo;Fallecidos;5;
Pegalajar;Confirmados PDIA;630;
Pegalajar;Confirmados PDIA 14 días;0;
Pegalajar;Tasa PDIA 14 días;0;
Pegalajar;Confirmados PDIA 7 días;0;
Pegalajar;Tasa PDIA 7 dias;0;
Pegalajar;Total Confirmados ;630;
Pegalajar;Curados;627;
Pegalajar;Fallecidos;3;
Torredelcampo;Confirmados PDIA;3520;
Torredelcampo;Confirmados PDIA 14 días;0;
Torredelcampo;Tasa PDIA 14 días;0;
Torredelcampo;Confirmados PDIA 7 días;0;
Torredelcampo;Tasa PDIA 7 dias;0;
Torredelcampo;Total Confirmados ;3538;
Torredelcampo;Curados;3500;
Torredelcampo;Fallecidos;37;
Torres;Confirmados PDIA;210;
Torres;Confirmados PDIA 14 días;0;
Torres;Tasa PDIA 14 días;0;
Torres;Confirmados PDIA 7 días;0;
Torres;Tasa PDIA 7 dias;0;
Torres;Total Confirmados ;210;
Torres;Curados;209;
Torres;Fallecidos;1;
Valdepeñas de Jaén;Confirmados PDIA;733;
Valdepeñas de Jaén;Confirmados PDIA 14 días;0;
Valdepeñas de Jaén;Tasa PDIA 14 días;0;
Valdepeñas de Jaén;Confirmados PDIA 7 días;0;
Valdepeñas de Jaén;Tasa PDIA 7 dias;0;
Valdepeñas de Jaén;Total Confirmados ;734;
Valdepeñas de Jaén;Curados;726;
Valdepeñas de Jaén;Fallecidos;8;
Villares (Los);Confirmados PDIA;1301;
Villares (Los);Confirmados PDIA 14 días;0;
Villares (Los);Tasa PDIA 14 días;0;
Villares (Los);Confirmados PDIA 7 días;0;
Villares (Los);Tasa PDIA 7 dias;0;
Villares (Los);Total Confirmados ;1307;
Villares (Los);Curados;1291;
Villares (Los);Fallecidos;16;
Villatorres;Confirmados PDIA;776;
Villatorres;Confirmados PDIA 14 días;0;
Villatorres;Tasa PDIA 14 días;0;
Villatorres;Confirmados PDIA 7 días;0;
Villatorres;Tasa PDIA 7 dias;0;
Villatorres;Total Confirmados ;787;
Villatorres;Curados;778;
Villatorres;Fallecidos;9;
Jaén Norte;Confirmados PDIA;30105;
Jaén Norte;Confirmados PDIA 14 días;0;
Jaén Norte;Tasa PDIA 14 días;0;
Jaén Norte;Confirmados PDIA 7 días;0;
Jaén Norte;Tasa PDIA 7 dias;0;
Jaén Norte;Total Confirmados ;30273;
Jaén Norte;Curados;29682;
Jaén Norte;Fallecidos;394;
Aldeaquemada;Confirmados PDIA;124;
Aldeaquemada;Confirmados PDIA 14 días;0;
Aldeaquemada;Tasa PDIA 14 días;0;
Aldeaquemada;Confirmados PDIA 7 días;0;
Aldeaquemada;Tasa PDIA 7 dias;0;
Aldeaquemada;Total Confirmados ;124;
Aldeaquemada;Curados;123;
Aldeaquemada;Fallecidos;0;
Andújar;Confirmados PDIA;5541;
Andújar;Confirmados PDIA 14 días;0;
Andújar;Tasa PDIA 14 días;0;
Andújar;Confirmados PDIA 7 días;0;
Andújar;Tasa PDIA 7 dias;0;
Andújar;Total Confirmados ;5554;
Andújar;Curados;5437;
Andújar;Fallecidos;64;
Arjona;Confirmados PDIA;820;
Arjona;Confirmados PDIA 14 días;0;
Arjona;Tasa PDIA 14 días;0;
Arjona;Confirmados PDIA 7 días;0;
Arjona;Tasa PDIA 7 dias;0;
Arjona;Total Confirmados ;834;
Arjona;Curados;819;
Arjona;Fallecidos;10;
Arjonilla;Confirmados PDIA;455;
Arjonilla;Confirmados PDIA 14 días;0;
Arjonilla;Tasa PDIA 14 días;0;
Arjonilla;Confirmados PDIA 7 días;0;
Arjonilla;Tasa PDIA 7 dias;0;
Arjonilla;Total Confirmados ;474;
Arjonilla;Curados;464;
Arjonilla;Fallecidos;6;
Arquillos;Confirmados PDIA;227;
Arquillos;Confirmados PDIA 14 días;0;
Arquillos;Tasa PDIA 14 días;0;
Arquillos;Confirmados PDIA 7 días;0;
Arquillos;Tasa PDIA 7 dias;0;
Arquillos;Total Confirmados ;227;
Arquillos;Curados;220;
Arquillos;Fallecidos;4;
Bailén;Confirmados PDIA;3495;
Bailén;Confirmados PDIA 14 días;0;
Bailén;Tasa PDIA 14 días;0;
Bailén;Confirmados PDIA 7 días;0;
Bailén;Tasa PDIA 7 dias;0;
Bailén;Total Confirmados ;3516;
Bailén;Curados;3468;
Bailén;Fallecidos;30;
Baños de la Encina;Confirmados PDIA;452;
Baños de la Encina;Confirmados PDIA 14 días;0;
Baños de la Encina;Tasa PDIA 14 días;0;
Baños de la Encina;Confirmados PDIA 7 días;0;
Baños de la Encina;Tasa PDIA 7 dias;0;
Baños de la Encina;Total Confirmados ;453;
Baños de la Encina;Curados;450;
Baños de la Encina;Fallecidos;1;
Carboneros;Confirmados PDIA;72;
Carboneros;Confirmados PDIA 14 días;0;
Carboneros;Tasa PDIA 14 días;0;
Carboneros;Confirmados PDIA 7 días;0;
Carboneros;Tasa PDIA 7 dias;0;
Carboneros;Total Confirmados ;72;
Carboneros;Curados;71;
Carboneros;Fallecidos;0;
Carolina (La);Confirmados PDIA;2168;
Carolina (La);Confirmados PDIA 14 días;0;
Carolina (La);Tasa PDIA 14 días;0;
Carolina (La);Confirmados PDIA 7 días;0;
Carolina (La);Tasa PDIA 7 dias;0;
Carolina (La);Total Confirmados ;2172;
Carolina (La);Curados;2132;
Carolina (La);Fallecidos;30;
Castellar;Confirmados PDIA;672;
Castellar;Confirmados PDIA 14 días;0;
Castellar;Tasa PDIA 14 días;0;
Castellar;Confirmados PDIA 7 días;0;
Castellar;Tasa PDIA 7 dias;0;
Castellar;Total Confirmados ;672;
Castellar;Curados;665;
Castellar;Fallecidos;6;
Chiclana de Segura;Confirmados PDIA;99;
Chiclana de Segura;Confirmados PDIA 14 días;0;
Chiclana de Segura;Tasa PDIA 14 días;0;
Chiclana de Segura;Confirmados PDIA 7 días;0;
Chiclana de Segura;Tasa PDIA 7 dias;0;
Chiclana de Segura;Total Confirmados ;100;
Chiclana de Segura;Curados;95;
Chiclana de Segura;Fallecidos;5;
Escañuela;Confirmados PDIA;122;
Escañuela;Confirmados PDIA 14 días;0;
Escañuela;Tasa PDIA 14 días;0;
Escañuela;Confirmados PDIA 7 días;0;
Escañuela;Tasa PDIA 7 dias;0;
Escañuela;Total Confirmados ;123;
Escañuela;Curados;123;
Escañuela;Fallecidos;0;
Guarromán;Confirmados PDIA;492;
Guarromán;Confirmados PDIA 14 días;0;
Guarromán;Tasa PDIA 14 días;0;
Guarromán;Confirmados PDIA 7 días;0;
Guarromán;Tasa PDIA 7 dias;0;
Guarromán;Total Confirmados ;493;
Guarromán;Curados;492;
Guarromán;Fallecidos;1;
Jabalquinto;Confirmados PDIA;306;
Jabalquinto;Confirmados PDIA 14 días;0;
Jabalquinto;Tasa PDIA 14 días;0;
Jabalquinto;Confirmados PDIA 7 días;0;
Jabalquinto;Tasa PDIA 7 dias;0;
Jabalquinto;Total Confirmados ;306;
Jabalquinto;Curados;302;
Jabalquinto;Fallecidos;4;
Lahiguera;Confirmados PDIA;319;
Lahiguera;Confirmados PDIA 14 días;0;
Lahiguera;Tasa PDIA 14 días;0;
Lahiguera;Confirmados PDIA 7 días;0;
Lahiguera;Tasa PDIA 7 dias;0;
Lahiguera;Total Confirmados ;321;
Lahiguera;Curados;318;
Lahiguera;Fallecidos;0;
Linares;Confirmados PDIA;10533;
Linares;Confirmados PDIA 14 días;0;
Linares;Tasa PDIA 14 días;0;
Linares;Confirmados PDIA 7 días;0;
Linares;Tasa PDIA 7 dias;0;
Linares;Total Confirmados ;10611;
Linares;Curados;10357;
Linares;Fallecidos;181;
Marmolejo;Confirmados PDIA;931;
Marmolejo;Confirmados PDIA 14 días;0;
Marmolejo;Tasa PDIA 14 días;0;
Marmolejo;Confirmados PDIA 7 días;0;
Marmolejo;Tasa PDIA 7 dias;0;
Marmolejo;Total Confirmados ;932;
Marmolejo;Curados;911;
Marmolejo;Fallecidos;15;
Montizón;Confirmados PDIA;201;
Montizón;Confirmados PDIA 14 días;0;
Montizón;Tasa PDIA 14 días;0;
Montizón;Confirmados PDIA 7 días;0;
Montizón;Tasa PDIA 7 dias;0;
Montizón;Total Confirmados ;203;
Montizón;Curados;200;
Montizón;Fallecidos;2;
Navas de San Juan;Confirmados PDIA;672;
Navas de San Juan;Confirmados PDIA 14 días;0;
Navas de San Juan;Tasa PDIA 14 días;0;
Navas de San Juan;Confirmados PDIA 7 días;0;
Navas de San Juan;Tasa PDIA 7 dias;0;
Navas de San Juan;Total Confirmados ;673;
Navas de San Juan;Curados;663;
Navas de San Juan;Fallecidos;5;
Santa Elena;Confirmados PDIA;95;
Santa Elena;Confirmados PDIA 14 días;0;
Santa Elena;Tasa PDIA 14 días;0;
Santa Elena;Confirmados PDIA 7 días;0;
Santa Elena;Tasa PDIA 7 dias;0;
Santa Elena;Total Confirmados ;95;
Santa Elena;Curados;93;
Santa Elena;Fallecidos;2;
Santisteban del Puerto;Confirmados PDIA;788;
Santisteban del Puerto;Confirmados PDIA 14 días;0;
Santisteban del Puerto;Tasa PDIA 14 días;0;
Santisteban del Puerto;Confirmados PDIA 7 días;0;
Santisteban del Puerto;Tasa PDIA 7 dias;0;
Santisteban del Puerto;Total Confirmados ;789;
Santisteban del Puerto;Curados;771;
Santisteban del Puerto;Fallecidos;11;
Sorihuela del Guadalimar;Confirmados PDIA;175;
Sorihuela del Guadalimar;Confirmados PDIA 14 días;0;
Sorihuela del Guadalimar;Tasa PDIA 14 días;0;
Sorihuela del Guadalimar;Confirmados PDIA 7 días;0;
Sorihuela del Guadalimar;Tasa PDIA 7 dias;0;
Sorihuela del Guadalimar;Total Confirmados ;175;
Sorihuela del Guadalimar;Curados;172;
Sorihuela del Guadalimar;Fallecidos;3;
Torreblascopedro;Confirmados PDIA;389;
Torreblascopedro;Confirmados PDIA 14 días;0;
Torreblascopedro;Tasa PDIA 14 días;0;
Torreblascopedro;Confirmados PDIA 7 días;0;
Torreblascopedro;Tasa PDIA 7 dias;0;
Torreblascopedro;Total Confirmados ;391;
Torreblascopedro;Curados;388;
Torreblascopedro;Fallecidos;3;
Vilches;Confirmados PDIA;559;
Vilches;Confirmados PDIA 14 días;0;
Vilches;Tasa PDIA 14 días;0;
Vilches;Confirmados PDIA 7 días;0;
Vilches;Tasa PDIA 7 dias;0;
Vilches;Total Confirmados ;560;
Vilches;Curados;550;
Vilches;Fallecidos;6;
Villanueva de la Reina;Confirmados PDIA;398;
Villanueva de la Reina;Confirmados PDIA 14 días;0;
Villanueva de la Reina;Tasa PDIA 14 días;0;
Villanueva de la Reina;Confirmados PDIA 7 días;0;
Villanueva de la Reina;Tasa PDIA 7 dias;0;
Villanueva de la Reina;Total Confirmados ;403;
Villanueva de la Reina;Curados;398;
Villanueva de la Reina;Fallecidos;5;
Jaén Nordeste;Confirmados PDIA;27609;
Jaén Nordeste;Confirmados PDIA 14 días;0;
Jaén Nordeste;Tasa PDIA 14 días;0;
Jaén Nordeste;Confirmados PDIA 7 días;0;
Jaén Nordeste;Tasa PDIA 7 dias;0;
Jaén Nordeste;Total Confirmados ;27708;
Jaén Nordeste;Curados;27217;
Jaén Nordeste;Fallecidos;298;
Arroyo del Ojanco;Confirmados PDIA;436;
Arroyo del Ojanco;Confirmados PDIA 14 días;0;
Arroyo del Ojanco;Tasa PDIA 14 días;0;
Arroyo del Ojanco;Confirmados PDIA 7 días;0;
Arroyo del Ojanco;Tasa PDIA 7 dias;0;
Arroyo del Ojanco;Total Confirmados ;438;
Arroyo del Ojanco;Curados;431;
Arroyo del Ojanco;Fallecidos;4;
Beas de Segura;Confirmados PDIA;849;
Beas de Segura;Confirmados PDIA 14 días;0;
Beas de Segura;Tasa PDIA 14 días;0;
Beas de Segura;Confirmados PDIA 7 días;0;
Beas de Segura;Tasa PDIA 7 dias;0;
Beas de Segura;Total Confirmados ;850;
Beas de Segura;Curados;844;
Beas de Segura;Fallecidos;3;
Bedmar y Garcíez;Confirmados PDIA;509;
Bedmar y Garcíez;Confirmados PDIA 14 días;0;
Bedmar y Garcíez;Tasa PDIA 14 días;0;
Bedmar y Garcíez;Confirmados PDIA 7 días;0;
Bedmar y Garcíez;Tasa PDIA 7 dias;0;
Bedmar y Garcíez;Total Confirmados ;510;
Bedmar y Garcíez;Curados;498;
Bedmar y Garcíez;Fallecidos;8;
Begíjar;Confirmados PDIA;453;
Begíjar;Confirmados PDIA 14 días;0;
Begíjar;Tasa PDIA 14 días;0;
Begíjar;Confirmados PDIA 7 días;0;
Begíjar;Tasa PDIA 7 dias;0;
Begíjar;Total Confirmados ;453;
Begíjar;Curados;449;
Begíjar;Fallecidos;2;
Benatae;Confirmados PDIA;60;
Benatae;Confirmados PDIA 14 días;0;
Benatae;Tasa PDIA 14 días;0;
Benatae;Confirmados PDIA 7 días;0;
Benatae;Tasa PDIA 7 dias;0;
Benatae;Total Confirmados ;60;
Benatae;Curados;60;
Benatae;Fallecidos;0;
Canena;Confirmados PDIA;245;
Canena;Confirmados PDIA 14 días;0;
Canena;Tasa PDIA 14 días;0;
Canena;Confirmados PDIA 7 días;0;
Canena;Tasa PDIA 7 dias;0;
Canena;Total Confirmados ;245;
Canena;Curados;238;
Canena;Fallecidos;4;
Cazorla;Confirmados PDIA;1349;
Cazorla;Confirmados PDIA 14 días;0;
Cazorla;Tasa PDIA 14 días;0;
Cazorla;Confirmados PDIA 7 días;0;
Cazorla;Tasa PDIA 7 dias;0;
Cazorla;Total Confirmados ;1353;
Cazorla;Curados;1329;
Cazorla;Fallecidos;17;
Chilluévar;Confirmados PDIA;210;
Chilluévar;Confirmados PDIA 14 días;0;
Chilluévar;Tasa PDIA 14 días;0;
Chilluévar;Confirmados PDIA 7 días;0;
Chilluévar;Tasa PDIA 7 dias;0;
Chilluévar;Total Confirmados ;212;
Chilluévar;Curados;209;
Chilluévar;Fallecidos;2;
Génave;Confirmados PDIA;146;
Génave;Confirmados PDIA 14 días;0;
Génave;Tasa PDIA 14 días;0;
Génave;Confirmados PDIA 7 días;0;
Génave;Tasa PDIA 7 dias;0;
Génave;Total Confirmados ;146;
Génave;Curados;146;
Génave;Fallecidos;0;
Hinojares;Confirmados PDIA;28;
Hinojares;Confirmados PDIA 14 días;0;
Hinojares;Tasa PDIA 14 días;0;
Hinojares;Confirmados PDIA 7 días;0;
Hinojares;Tasa PDIA 7 dias;0;
Hinojares;Total Confirmados ;28;
Hinojares;Curados;27;
Hinojares;Fallecidos;1;
Hornos;Confirmados PDIA;89;
Hornos;Confirmados PDIA 14 días;0;
Hornos;Tasa PDIA 14 días;0;
Hornos;Confirmados PDIA 7 días;0;
Hornos;Tasa PDIA 7 dias;0;
Hornos;Total Confirmados ;89;
Hornos;Curados;88;
Hornos;Fallecidos;0;
Huesa;Confirmados PDIA;448;
Huesa;Confirmados PDIA 14 días;0;
Huesa;Tasa PDIA 14 días;0;
Huesa;Confirmados PDIA 7 días;0;
Huesa;Tasa PDIA 7 dias;0;
Huesa;Total Confirmados ;448;
Huesa;Curados;443;
Huesa;Fallecidos;3;
Ibros;Confirmados PDIA;452;
Ibros;Confirmados PDIA 14 días;0;
Ibros;Tasa PDIA 14 días;0;
Ibros;Confirmados PDIA 7 días;0;
Ibros;Tasa PDIA 7 dias;0;
Ibros;Total Confirmados ;452;
Ibros;Curados;444;
Ibros;Fallecidos;5;
Baeza;Confirmados PDIA;3077;
Baeza;Confirmados PDIA 14 días;0;
Baeza;Tasa PDIA 14 días;0;
Baeza;Confirmados PDIA 7 días;0;
Baeza;Tasa PDIA 7 dias;0;
Baeza;Total Confirmados ;3086;
Baeza;Curados;3040;
Baeza;Fallecidos;29;
Iruela (La);Confirmados PDIA;280;
Iruela (La);Confirmados PDIA 14 días;0;
Iruela (La);Tasa PDIA 14 días;0;
Iruela (La);Confirmados PDIA 7 días;0;
Iruela (La);Tasa PDIA 7 dias;0;
Iruela (La);Total Confirmados ;281;
Iruela (La);Curados;273;
Iruela (La);Fallecidos;5;
Iznatoraf;Confirmados PDIA;163;
Iznatoraf;Confirmados PDIA 14 días;0;
Iznatoraf;Tasa PDIA 14 días;0;
Iznatoraf;Confirmados PDIA 7 días;0;
Iznatoraf;Tasa PDIA 7 dias;0;
Iznatoraf;Total Confirmados ;164;
Iznatoraf;Curados;160;
Iznatoraf;Fallecidos;1;
Jódar;Confirmados PDIA;1856;
Jódar;Confirmados PDIA 14 días;0;
Jódar;Tasa PDIA 14 días;0;
Jódar;Confirmados PDIA 7 días;0;
Jódar;Tasa PDIA 7 dias;0;
Jódar;Total Confirmados ;1857;
Jódar;Curados;1820;
Jódar;Fallecidos;18;
Larva;Confirmados PDIA;55;
Larva;Confirmados PDIA 14 días;0;
Larva;Tasa PDIA 14 días;0;
