Territorio;Medida;Valor;
Cádiz (capital);Fallecidos;99;
Chiclana de la Frontera;Confirmados PDIA;11396;
Chiclana de la Frontera;Confirmados PDIA 14 días;35;
Chiclana de la Frontera;Tasa PDIA 14 días;0;
Chiclana de la Frontera;Confirmados PDIA 7 días;0;
Chiclana de la Frontera;Tasa PDIA 7 dias;0;
Chiclana de la Frontera;Total Confirmados ;11415;
Chiclana de la Frontera;Curados;11052;
Chiclana de la Frontera;Fallecidos;83;
Conil de la Frontera;Confirmados PDIA;3555;
Conil de la Frontera;Confirmados PDIA 14 días;8;
Conil de la Frontera;Tasa PDIA 14 días;0;
Conil de la Frontera;Confirmados PDIA 7 días;0;
Conil de la Frontera;Tasa PDIA 7 dias;0;
Conil de la Frontera;Total Confirmados ;3555;
Conil de la Frontera;Curados;3485;
Conil de la Frontera;Fallecidos;13;
Medina Sidonia;Confirmados PDIA;1330;
Medina Sidonia;Confirmados PDIA 14 días;2;
Medina Sidonia;Tasa PDIA 14 días;0;
Medina Sidonia;Confirmados PDIA 7 días;0;
Medina Sidonia;Tasa PDIA 7 dias;0;
Medina Sidonia;Total Confirmados ;1331;
Medina Sidonia;Curados;1287;
Medina Sidonia;Fallecidos;1;
Paterna de Rivera;Confirmados PDIA;825;
Paterna de Rivera;Confirmados PDIA 14 días;2;
Paterna de Rivera;Tasa PDIA 14 días;0;
Paterna de Rivera;Confirmados PDIA 7 días;0;
Paterna de Rivera;Tasa PDIA 7 dias;0;
Paterna de Rivera;Total Confirmados ;825;
Paterna de Rivera;Curados;801;
Paterna de Rivera;Fallecidos;9;
Puerto de Santa María (El);Confirmados PDIA;12177;
Puerto de Santa María (El);Confirmados PDIA 14 días;40;
Puerto de Santa María (El);Tasa PDIA 14 días;0;
Puerto de Santa María (El);Confirmados PDIA 7 días;0;
Puerto de Santa María (El);Tasa PDIA 7 dias;0;
Puerto de Santa María (El);Total Confirmados ;12200;
Puerto de Santa María (El);Curados;11898;
Puerto de Santa María (El);Fallecidos;45;
Puerto Real;Confirmados PDIA;5239;
Puerto Real;Confirmados PDIA 14 días;18;
Puerto Real;Tasa PDIA 14 días;0;
Puerto Real;Confirmados PDIA 7 días;0;
Puerto Real;Tasa PDIA 7 dias;0;
Puerto Real;Total Confirmados ;5247;
Puerto Real;Curados;5081;
Puerto Real;Fallecidos;27;
San Fernando;Confirmados PDIA;13730;
San Fernando;Confirmados PDIA 14 días;25;
San Fernando;Tasa PDIA 14 días;0;
San Fernando;Confirmados PDIA 7 días;0;
San Fernando;Tasa PDIA 7 dias;0;
San Fernando;Total Confirmados ;13777;
San Fernando;Curados;13376;
San Fernando;Fallecidos;112;
Vejer de la Frontera;Confirmados PDIA;1904;
Vejer de la Frontera;Confirmados PDIA 14 días;3;
Vejer de la Frontera;Tasa PDIA 14 días;0;
Vejer de la Frontera;Confirmados PDIA 7 días;0;
Vejer de la Frontera;Tasa PDIA 7 dias;0;
Vejer de la Frontera;Total Confirmados ;1906;
Vejer de la Frontera;Curados;1855;
Vejer de la Frontera;Fallecidos;10;
Jerez-Costa Noroeste;Confirmados PDIA;51584;
Jerez-Costa Noroeste;Confirmados PDIA 14 días;143;
Jerez-Costa Noroeste;Tasa PDIA 14 días;0;
Jerez-Costa Noroeste;Confirmados PDIA 7 días;0;
Jerez-Costa Noroeste;Tasa PDIA 7 dias;0;
Jerez-Costa Noroeste;Total Confirmados ;51660;
Jerez-Costa Noroeste;Curados;50522;
Jerez-Costa Noroeste;Fallecidos;523;
Chipiona;Confirmados PDIA;2569;
Chipiona;Confirmados PDIA 14 días;13;
Chipiona;Tasa PDIA 14 días;0;
Chipiona;Confirmados PDIA 7 días;0;
Chipiona;Tasa PDIA 7 dias;0;
Chipiona;Total Confirmados ;2574;
Chipiona;Curados;2521;
Chipiona;Fallecidos;11;
Jerez de la Frontera;Confirmados PDIA;34163;
Jerez de la Frontera;Confirmados PDIA 14 días;103;
Jerez de la Frontera;Tasa PDIA 14 días;0;
Jerez de la Frontera;Confirmados PDIA 7 días;0;
Jerez de la Frontera;Tasa PDIA 7 dias;0;
Jerez de la Frontera;Total Confirmados ;34217;
Jerez de la Frontera;Curados;33406;
Jerez de la Frontera;Fallecidos;407;
Rota;Confirmados PDIA;3352;
Rota;Confirmados PDIA 14 días;6;
Rota;Tasa PDIA 14 días;0;
Rota;Confirmados PDIA 7 días;0;
Rota;Tasa PDIA 7 dias;0;
Rota;Total Confirmados ;3356;
Rota;Curados;3288;
Rota;Fallecidos;15;
San José del Valle;Confirmados PDIA;718;
San José del Valle;Confirmados PDIA 14 días;2;
San José del Valle;Tasa PDIA 14 días;0;
San José del Valle;Confirmados PDIA 7 días;0;
San José del Valle;Tasa PDIA 7 dias;0;
San José del Valle;Total Confirmados ;719;
San José del Valle;Curados;702;
San José del Valle;Fallecidos;10;
Sanlúcar de Barrameda;Confirmados PDIA;9638;
Sanlúcar de Barrameda;Confirmados PDIA 14 días;17;
Sanlúcar de Barrameda;Tasa PDIA 14 días;0;
Sanlúcar de Barrameda;Confirmados PDIA 7 días;0;
Sanlúcar de Barrameda;Tasa PDIA 7 dias;0;
Sanlúcar de Barrameda;Total Confirmados ;9642;
Sanlúcar de Barrameda;Curados;9467;
Sanlúcar de Barrameda;Fallecidos;72;
Trebujena;Confirmados PDIA;1144;
Trebujena;Confirmados PDIA 14 días;2;
Trebujena;Tasa PDIA 14 días;0;
Trebujena;Confirmados PDIA 7 días;0;
Trebujena;Tasa PDIA 7 dias;0;
Trebujena;Total Confirmados ;1152;
Trebujena;Curados;1138;
Trebujena;Fallecidos;8;
Sierra de Cádiz;Confirmados PDIA;18972;
Sierra de Cádiz;Confirmados PDIA 14 días;58;
Sierra de Cádiz;Tasa PDIA 14 días;0;
Sierra de Cádiz;Confirmados PDIA 7 días;0;
Sierra de Cádiz;Tasa PDIA 7 dias;0;
Sierra de Cádiz;Total Confirmados ;19022;
Sierra de Cádiz;Curados;18475;
Sierra de Cádiz;Fallecidos;205;
Alcalá del Valle;Confirmados PDIA;1233;
Alcalá del Valle;Confirmados PDIA 14 días;8;
Alcalá del Valle;Tasa PDIA 14 días;0;
Alcalá del Valle;Confirmados PDIA 7 días;0;
Alcalá del Valle;Tasa PDIA 7 dias;0;
Alcalá del Valle;Total Confirmados ;1242;
Alcalá del Valle;Curados;1188;
Alcalá del Valle;Fallecidos;28;
Algar;Confirmados PDIA;211;
Algar;Confirmados PDIA 14 días;1;
Algar;Tasa PDIA 14 días;0;
Algar;Confirmados PDIA 7 días;0;
Algar;Tasa PDIA 7 dias;0;
Algar;Total Confirmados ;211;
Algar;Curados;206;
Algar;Fallecidos;1;
Algodonales;Confirmados PDIA;940;
Algodonales;Confirmados PDIA 14 días;1;
Algodonales;Tasa PDIA 14 días;0;
Algodonales;Confirmados PDIA 7 días;0;
Algodonales;Tasa PDIA 7 dias;0;
Algodonales;Total Confirmados ;940;
Algodonales;Curados;910;
Algodonales;Fallecidos;10;
Arcos de la Frontera;Confirmados PDIA;4742;
Arcos de la Frontera;Confirmados PDIA 14 días;9;
Arcos de la Frontera;Tasa PDIA 14 días;0;
Arcos de la Frontera;Confirmados PDIA 7 días;0;
Arcos de la Frontera;Tasa PDIA 7 dias;0;
Arcos de la Frontera;Total Confirmados ;4749;
Arcos de la Frontera;Curados;4650;
Arcos de la Frontera;Fallecidos;49;
Benaocaz;Confirmados PDIA;61;
Benaocaz;Confirmados PDIA 14 días;0;
Benaocaz;Tasa PDIA 14 días;0;
Benaocaz;Confirmados PDIA 7 días;0;
Benaocaz;Tasa PDIA 7 dias;0;
Benaocaz;Total Confirmados ;61;
Benaocaz;Curados;61;
Benaocaz;Fallecidos;0;
Bornos;Confirmados PDIA;1319;
Bornos;Confirmados PDIA 14 días;3;
Bornos;Tasa PDIA 14 días;0;
Bornos;Confirmados PDIA 7 días;0;
Bornos;Tasa PDIA 7 dias;0;
Bornos;Total Confirmados ;1321;
Bornos;Curados;1281;
Bornos;Fallecidos;8;
Bosque (El);Confirmados PDIA;359;
Bosque (El);Confirmados PDIA 14 días;0;
Bosque (El);Tasa PDIA 14 días;0;
Bosque (El);Confirmados PDIA 7 días;0;
Bosque (El);Tasa PDIA 7 dias;0;
Bosque (El);Total Confirmados ;359;
Bosque (El);Curados;349;
Bosque (El);Fallecidos;3;
Espera;Confirmados PDIA;587;
Espera;Confirmados PDIA 14 días;0;
Espera;Tasa PDIA 14 días;0;
Espera;Confirmados PDIA 7 días;0;
Espera;Tasa PDIA 7 dias;0;
Espera;Total Confirmados ;587;
Espera;Curados;572;
Espera;Fallecidos;5;
Gastor (El);Confirmados PDIA;263;
Gastor (El);Confirmados PDIA 14 días;1;
Gastor (El);Tasa PDIA 14 días;0;
Gastor (El);Confirmados PDIA 7 días;0;
Gastor (El);Tasa PDIA 7 dias;0;
Gastor (El);Total Confirmados ;263;
Gastor (El);Curados;255;
Gastor (El);Fallecidos;6;
Grazalema;Confirmados PDIA;308;
Grazalema;Confirmados PDIA 14 días;1;
Grazalema;Tasa PDIA 14 días;0;
Grazalema;Confirmados PDIA 7 días;0;
Grazalema;Tasa PDIA 7 dias;0;
Grazalema;Total Confirmados ;308;
Grazalema;Curados;298;
Grazalema;Fallecidos;5;
Olvera;Confirmados PDIA;1370;
Olvera;Confirmados PDIA 14 días;5;
Olvera;Tasa PDIA 14 días;0;
Olvera;Confirmados PDIA 7 días;0;
Olvera;Tasa PDIA 7 dias;0;
Olvera;Total Confirmados ;1373;
Olvera;Curados;1334;
Olvera;Fallecidos;15;
Prado del Rey;Confirmados PDIA;794;
Prado del Rey;Confirmados PDIA 14 días;4;
Prado del Rey;Tasa PDIA 14 días;0;
Prado del Rey;Confirmados PDIA 7 días;0;
Prado del Rey;Tasa PDIA 7 dias;0;
Prado del Rey;Total Confirmados ;794;
Prado del Rey;Curados;764;
Prado del Rey;Fallecidos;7;
Puerto Serrano;Confirmados PDIA;1252;
Puerto Serrano;Confirmados PDIA 14 días;2;
Puerto Serrano;Tasa PDIA 14 días;0;
Puerto Serrano;Confirmados PDIA 7 días;0;
Puerto Serrano;Tasa PDIA 7 dias;0;
Puerto Serrano;Total Confirmados ;1253;
Puerto Serrano;Curados;1208;
Puerto Serrano;Fallecidos;11;
Setenil de las Bodegas;Confirmados PDIA;503;
Setenil de las Bodegas;Confirmados PDIA 14 días;1;
Setenil de las Bodegas;Tasa PDIA 14 días;0;
Setenil de las Bodegas;Confirmados PDIA 7 días;0;
Setenil de las Bodegas;Tasa PDIA 7 dias;0;
Setenil de las Bodegas;Total Confirmados ;504;
Setenil de las Bodegas;Curados;486;
Setenil de las Bodegas;Fallecidos;13;
Torre Alháquime;Confirmados PDIA;166;
Torre Alháquime;Confirmados PDIA 14 días;0;
Torre Alháquime;Tasa PDIA 14 días;0;
Torre Alháquime;Confirmados PDIA 7 días;0;
Torre Alháquime;Tasa PDIA 7 dias;0;
Torre Alháquime;Total Confirmados ;166;
Torre Alháquime;Curados;165;
Torre Alháquime;Fallecidos;0;
Ubrique;Confirmados PDIA;2477;
Ubrique;Confirmados PDIA 14 días;19;
Ubrique;Tasa PDIA 14 días;0;
Ubrique;Confirmados PDIA 7 días;0;
Ubrique;Tasa PDIA 7 dias;0;
Ubrique;Total Confirmados ;2495;
Ubrique;Curados;2408;
Ubrique;Fallecidos;21;
Villaluenga del Rosario;Confirmados PDIA;57;
Villaluenga del Rosario;Confirmados PDIA 14 días;0;
Villaluenga del Rosario;Tasa PDIA 14 días;0;
Villaluenga del Rosario;Confirmados PDIA 7 días;0;
Villaluenga del Rosario;Tasa PDIA 7 dias;0;
Villaluenga del Rosario;Total Confirmados ;58;
Villaluenga del Rosario;Curados;57;
Villaluenga del Rosario;Fallecidos;0;
Villamartín;Confirmados PDIA;2245;
Villamartín;Confirmados PDIA 14 días;2;
Villamartín;Tasa PDIA 14 días;0;
Villamartín;Confirmados PDIA 7 días;0;
Villamartín;Tasa PDIA 7 dias;0;
Villamartín;Total Confirmados ;2253;
Villamartín;Curados;2202;
Villamartín;Fallecidos;22;
Zahara;Confirmados PDIA;85;
Zahara;Confirmados PDIA 14 días;1;
Zahara;Tasa PDIA 14 días;0;
Zahara;Confirmados PDIA 7 días;0;
Zahara;Tasa PDIA 7 dias;0;
Zahara;Total Confirmados ;85;
Zahara;Curados;81;
Zahara;Fallecidos;1;
Municipio de Cádiz sin especificar;Confirmados PDIA;1897;
Municipio de Cádiz sin especificar;Confirmados PDIA 14 días;1;
Municipio de Cádiz sin especificar;Tasa PDIA 14 días;0;
Municipio de Cádiz sin especificar;Confirmados PDIA 7 días;0;
Municipio de Cádiz sin especificar;Tasa PDIA 7 dias;0;
Municipio de Cádiz sin especificar;Total Confirmados ;1901;
Municipio de Cádiz sin especificar;Curados;1843;
Municipio de Cádiz sin especificar;Fallecidos;28;

          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
     
