Territorio;Medida;Valor;
Arenas;Confirmados PDIA 14 días;0;
Arenas;Tasa PDIA 14 días;0;
Arenas;Confirmados PDIA 7 días;0;
Arenas;Tasa PDIA 7 dias;0;
Arenas;Total Confirmados ;127;
Arenas;Curados;125;
Arenas;Fallecidos;1;
Benamargosa;Confirmados PDIA;176;
Benamargosa;Confirmados PDIA 14 días;0;
Benamargosa;Tasa PDIA 14 días;0;
Benamargosa;Confirmados PDIA 7 días;0;
Benamargosa;Tasa PDIA 7 dias;0;
Benamargosa;Total Confirmados ;177;
Benamargosa;Curados;176;
Benamargosa;Fallecidos;0;
Benamocarra;Confirmados PDIA;418;
Benamocarra;Confirmados PDIA 14 días;0;
Benamocarra;Tasa PDIA 14 días;0;
Benamocarra;Confirmados PDIA 7 días;0;
Benamocarra;Tasa PDIA 7 dias;0;
Benamocarra;Total Confirmados ;420;
Benamocarra;Curados;415;
Benamocarra;Fallecidos;2;
Borge (El);Confirmados PDIA;140;
Borge (El);Confirmados PDIA 14 días;0;
Borge (El);Tasa PDIA 14 días;0;
Borge (El);Confirmados PDIA 7 días;0;
Borge (El);Tasa PDIA 7 dias;0;
Borge (El);Total Confirmados ;140;
Borge (El);Curados;135;
Borge (El);Fallecidos;1;
Canillas de Aceituno;Confirmados PDIA;119;
Canillas de Aceituno;Confirmados PDIA 14 días;0;
Canillas de Aceituno;Tasa PDIA 14 días;0;
Canillas de Aceituno;Confirmados PDIA 7 días;0;
Canillas de Aceituno;Tasa PDIA 7 dias;0;
Canillas de Aceituno;Total Confirmados ;119;
Canillas de Aceituno;Curados;119;
Canillas de Aceituno;Fallecidos;0;
Canillas de Albaida;Confirmados PDIA;55;
Canillas de Albaida;Confirmados PDIA 14 días;0;
Canillas de Albaida;Tasa PDIA 14 días;0;
Canillas de Albaida;Confirmados PDIA 7 días;0;
Canillas de Albaida;Tasa PDIA 7 dias;0;
Canillas de Albaida;Total Confirmados ;55;
Canillas de Albaida;Curados;54;
Canillas de Albaida;Fallecidos;1;
Casabermeja;Confirmados PDIA;673;
Casabermeja;Confirmados PDIA 14 días;0;
Casabermeja;Tasa PDIA 14 días;0;
Casabermeja;Confirmados PDIA 7 días;0;
Casabermeja;Tasa PDIA 7 dias;0;
Casabermeja;Total Confirmados ;676;
Casabermeja;Curados;667;
Casabermeja;Fallecidos;2;
Colmenar;Confirmados PDIA;540;
Colmenar;Confirmados PDIA 14 días;0;
Colmenar;Tasa PDIA 14 días;0;
Colmenar;Confirmados PDIA 7 días;0;
Colmenar;Tasa PDIA 7 dias;0;
Colmenar;Total Confirmados ;543;
Colmenar;Curados;531;
Colmenar;Fallecidos;6;
Comares;Confirmados PDIA;91;
Comares;Confirmados PDIA 14 días;0;
Comares;Tasa PDIA 14 días;0;
Comares;Confirmados PDIA 7 días;0;
Comares;Tasa PDIA 7 dias;0;
Comares;Total Confirmados ;91;
Comares;Curados;90;
Comares;Fallecidos;0;
Cómpeta;Confirmados PDIA;360;
Cómpeta;Confirmados PDIA 14 días;0;
Cómpeta;Tasa PDIA 14 días;0;
Cómpeta;Confirmados PDIA 7 días;0;
Cómpeta;Tasa PDIA 7 dias;0;
Cómpeta;Total Confirmados ;360;
Cómpeta;Curados;352;
Cómpeta;Fallecidos;2;
Cútar;Confirmados PDIA;59;
Cútar;Confirmados PDIA 14 días;0;
Cútar;Tasa PDIA 14 días;0;
Cútar;Confirmados PDIA 7 días;0;
Cútar;Tasa PDIA 7 dias;0;
Cútar;Total Confirmados ;59;
Cútar;Curados;58;
Cútar;Fallecidos;1;
Frigiliana;Confirmados PDIA;336;
Frigiliana;Confirmados PDIA 14 días;0;
Frigiliana;Tasa PDIA 14 días;0;
Frigiliana;Confirmados PDIA 7 días;0;
Frigiliana;Tasa PDIA 7 dias;0;
Frigiliana;Total Confirmados ;336;
Frigiliana;Curados;332;
Frigiliana;Fallecidos;1;
Iznate;Confirmados PDIA;100;
Iznate;Confirmados PDIA 14 días;0;
Iznate;Tasa PDIA 14 días;0;
Iznate;Confirmados PDIA 7 días;0;
Iznate;Tasa PDIA 7 dias;0;
Iznate;Total Confirmados ;100;
Iznate;Curados;99;
Iznate;Fallecidos;0;
Nerja;Confirmados PDIA;2926;
Nerja;Confirmados PDIA 14 días;0;
Nerja;Tasa PDIA 14 días;0;
Nerja;Confirmados PDIA 7 días;0;
Nerja;Tasa PDIA 7 dias;0;
Nerja;Total Confirmados ;2931;
Nerja;Curados;2882;
Nerja;Fallecidos;23;
Periana;Confirmados PDIA;466;
Periana;Confirmados PDIA 14 días;0;
Periana;Tasa PDIA 14 días;0;
Periana;Confirmados PDIA 7 días;0;
Periana;Tasa PDIA 7 dias;0;
Periana;Total Confirmados ;466;
Periana;Curados;463;
Periana;Fallecidos;2;
Riogordo;Confirmados PDIA;359;
Riogordo;Confirmados PDIA 14 días;0;
Riogordo;Tasa PDIA 14 días;0;
Riogordo;Confirmados PDIA 7 días;0;
Riogordo;Tasa PDIA 7 dias;0;
Riogordo;Total Confirmados ;359;
Riogordo;Curados;352;
Riogordo;Fallecidos;6;
Salares;Confirmados PDIA;25;
Salares;Confirmados PDIA 14 días;0;
Salares;Tasa PDIA 14 días;0;
Salares;Confirmados PDIA 7 días;0;
Salares;Tasa PDIA 7 dias;0;
Salares;Total Confirmados ;25;
Salares;Curados;23;
Salares;Fallecidos;1;
Sayalonga;Confirmados PDIA;173;
Sayalonga;Confirmados PDIA 14 días;0;
Sayalonga;Tasa PDIA 14 días;0;
Sayalonga;Confirmados PDIA 7 días;0;
Sayalonga;Tasa PDIA 7 dias;0;
Sayalonga;Total Confirmados ;173;
Sayalonga;Curados;168;
Sayalonga;Fallecidos;3;
Sedella;Confirmados PDIA;25;
Sedella;Confirmados PDIA 14 días;0;
Sedella;Tasa PDIA 14 días;0;
Sedella;Confirmados PDIA 7 días;0;
Sedella;Tasa PDIA 7 dias;0;
Sedella;Total Confirmados ;25;
Sedella;Curados;25;
Sedella;Fallecidos;0;
Torrox;Confirmados PDIA;2172;
Torrox;Confirmados PDIA 14 días;0;
Torrox;Tasa PDIA 14 días;0;
Torrox;Confirmados PDIA 7 días;0;
Torrox;Tasa PDIA 7 dias;0;
Torrox;Total Confirmados ;2182;
Torrox;Curados;2160;
Torrox;Fallecidos;9;
Vélez-Málaga;Confirmados PDIA;15219;
Vélez-Málaga;Confirmados PDIA 14 días;0;
Vélez-Málaga;Tasa PDIA 14 días;0;
Vélez-Málaga;Confirmados PDIA 7 días;0;
Vélez-Málaga;Tasa PDIA 7 dias;0;
Vélez-Málaga;Total Confirmados ;15281;
Vélez-Málaga;Curados;15040;
Vélez-Málaga;Fallecidos;126;
Viñuela;Confirmados PDIA;198;
Viñuela;Confirmados PDIA 14 días;0;
Viñuela;Tasa PDIA 14 días;0;
Viñuela;Confirmados PDIA 7 días;0;
Viñuela;Tasa PDIA 7 dias;0;
Viñuela;Total Confirmados ;198;
Viñuela;Curados;195;
Viñuela;Fallecidos;2;
Costa del Sol;Confirmados PDIA;83452;
Costa del Sol;Confirmados PDIA 14 días;0;
Costa del Sol;Tasa PDIA 14 días;0;
Costa del Sol;Confirmados PDIA 7 días;0;
Costa del Sol;Tasa PDIA 7 dias;0;
Costa del Sol;Total Confirmados ;84053;
Costa del Sol;Curados;82252;
Costa del Sol;Fallecidos;672;
Benahavís;Confirmados PDIA;661;
Benahavís;Confirmados PDIA 14 días;0;
Benahavís;Tasa PDIA 14 días;0;
Benahavís;Confirmados PDIA 7 días;0;
Benahavís;Tasa PDIA 7 dias;0;
Benahavís;Total Confirmados ;666;
Benahavís;Curados;650;
Benahavís;Fallecidos;5;
Benalmádena;Confirmados PDIA;10386;
Benalmádena;Confirmados PDIA 14 días;0;
Benalmádena;Tasa PDIA 14 días;0;
Benalmádena;Confirmados PDIA 7 días;0;
Benalmádena;Tasa PDIA 7 dias;0;
Benalmádena;Total Confirmados ;10465;
Benalmádena;Curados;10231;
Benalmádena;Fallecidos;82;
Casares;Confirmados PDIA;716;
Casares;Confirmados PDIA 14 días;0;
Casares;Tasa PDIA 14 días;0;
Casares;Confirmados PDIA 7 días;0;
Casares;Tasa PDIA 7 dias;0;
Casares;Total Confirmados ;721;
Casares;Curados;702;
Casares;Fallecidos;13;
Estepona;Confirmados PDIA;10924;
Estepona;Confirmados PDIA 14 días;0;
Estepona;Tasa PDIA 14 días;0;
Estepona;Confirmados PDIA 7 días;0;
Estepona;Tasa PDIA 7 dias;0;
Estepona;Total Confirmados ;10997;
Estepona;Curados;10804;
Estepona;Fallecidos;71;
Fuengirola;Confirmados PDIA;10521;
Fuengirola;Confirmados PDIA 14 días;0;
Fuengirola;Tasa PDIA 14 días;0;
Fuengirola;Confirmados PDIA 7 días;0;
Fuengirola;Tasa PDIA 7 dias;0;
Fuengirola;Total Confirmados ;10565;
Fuengirola;Curados;10350;
Fuengirola;Fallecidos;83;
Istán;Confirmados PDIA;208;
Istán;Confirmados PDIA 14 días;0;
Istán;Tasa PDIA 14 días;0;
Istán;Confirmados PDIA 7 días;0;
Istán;Tasa PDIA 7 dias;0;
Istán;Total Confirmados ;208;
Istán;Curados;199;
Istán;Fallecidos;4;
Manilva;Confirmados PDIA;2194;
Manilva;Confirmados PDIA 14 días;0;
Manilva;Tasa PDIA 14 días;0;
Manilva;Confirmados PDIA 7 días;0;
Manilva;Tasa PDIA 7 dias;0;
Manilva;Total Confirmados ;2197;
Manilva;Curados;2146;
Manilva;Fallecidos;26;
Marbella;Confirmados PDIA;26712;
Marbella;Confirmados PDIA 14 días;0;
Marbella;Tasa PDIA 14 días;0;
Marbella;Confirmados PDIA 7 días;0;
Marbella;Tasa PDIA 7 dias;0;
Marbella;Total Confirmados ;27000;
Marbella;Curados;26365;
Marbella;Fallecidos;272;
Mijas;Confirmados PDIA;11395;
Mijas;Confirmados PDIA 14 días;0;
Mijas;Tasa PDIA 14 días;0;
Mijas;Confirmados PDIA 7 días;0;
Mijas;Tasa PDIA 7 dias;0;
Mijas;Total Confirmados ;11437;
Mijas;Curados;11210;
Mijas;Fallecidos;66;
Ojén;Confirmados PDIA;503;
Ojén;Confirmados PDIA 14 días;0;
Ojén;Tasa PDIA 14 días;0;
Ojén;Confirmados PDIA 7 días;0;
Ojén;Tasa PDIA 7 dias;0;
Ojén;Total Confirmados ;507;
Ojén;Curados;494;
Ojén;Fallecidos;3;
Torremolinos;Confirmados PDIA;9232;
Torremolinos;Confirmados PDIA 14 días;0;
Torremolinos;Tasa PDIA 14 días;0;
Torremolinos;Confirmados PDIA 7 días;0;
Torremolinos;Tasa PDIA 7 dias;0;
Torremolinos;Total Confirmados ;9290;
Torremolinos;Curados;9101;
Torremolinos;Fallecidos;47;
La Vega;Confirmados PDIA;16211;
La Vega;Confirmados PDIA 14 días;0;
La Vega;Tasa PDIA 14 días;0;
La Vega;Confirmados PDIA 7 días;0;
La Vega;Tasa PDIA 7 dias;0;
La Vega;Total Confirmados ;16332;
La Vega;Curados;16070;
La Vega;Fallecidos;148;
Alameda;Confirmados PDIA;1042;
Alameda;Confirmados PDIA 14 días;0;
Alameda;Tasa PDIA 14 días;0;
Alameda;Confirmados PDIA 7 días;0;
Alameda;Tasa PDIA 7 dias;0;
Alameda;Total Confirmados ;1043;
Alameda;Curados;1024;
Alameda;Fallecidos;6;
Almargen;Confirmados PDIA;422;
Almargen;Confirmados PDIA 14 días;0;
Almargen;Tasa PDIA 14 días;0;
Almargen;Confirmados PDIA 7 días;0;
Almargen;Tasa PDIA 7 dias;0;
Almargen;Total Confirmados ;425;
Almargen;Curados;421;
Almargen;Fallecidos;4;
Antequera;Confirmados PDIA;6076;
Antequera;Confirmados PDIA 14 días;0;
Antequera;Tasa PDIA 14 días;0;
Antequera;Confirmados PDIA 7 días;0;
Antequera;Tasa PDIA 7 dias;0;
Antequera;Total Confirmados ;6130;
Antequera;Curados;6055;
Antequera;Fallecidos;40;
Archidona;Confirmados PDIA;1045;
Archidona;Confirmados PDIA 14 días;0;
Archidona;Tasa PDIA 14 días;0;
Archidona;Confirmados PDIA 7 días;0;
Archidona;Tasa PDIA 7 dias;0;
Archidona;Total Confirmados ;1055;
Archidona;Curados;1029;
Archidona;Fallecidos;17;
Campillos;Confirmados PDIA;1298;
Campillos;Confirmados PDIA 14 días;0;
Campillos;Tasa PDIA 14 días;0;
Campillos;Confirmados PDIA 7 días;0;
Campillos;Tasa PDIA 7 dias;0;
Campillos;Total Confirmados ;1304;
Campillos;Curados;1287;
Campillos;Fallecidos;6;
Cañete la Real;Confirmados PDIA;339;
Cañete la Real;Confirmados PDIA 14 días;0;
Cañete la Real;Tasa PDIA 14 días;0;
Cañete la Real;Confirmados PDIA 7 días;0;
Cañete la Real;Tasa PDIA 7 dias;0;
Cañete la Real;Total Confirmados ;341;
Cañete la Real;Curados;332;
Cañete la Real;Fallecidos;9;
Cuevas Bajas;Confirmados PDIA;106;
Cuevas Bajas;Confirmados PDIA 14 días;0;
Cuevas Bajas;Tasa PDIA 14 días;0;
Cuevas Bajas;Confirmados PDIA 7 días;0;
Cuevas Bajas;Tasa PDIA 7 dias;0;
Cuevas Bajas;Total Confirmados ;110;
Cuevas Bajas;Curados;108;
Cuevas Bajas;Fallecidos;1;
Cuevas de San Marcos;Confirmados PDIA;618;
Cuevas de San Marcos;Confirmados PDIA 14 días;0;
Cuevas de San Marcos;Tasa PDIA 14 días;0;
Cuevas de San Marcos;Confirmados PDIA 7 días;0;
Cuevas de San Marcos;Tasa PDIA 7 dias;0;
Cuevas de San Marcos;Total Confirmados ;619;
Cuevas de San Marcos;Curados;595;
Cuevas de San Marcos;Fallecidos;19;
Fuente de Piedra;Confirmados PDIA;468;
Fuente de Piedra;Confirmados PDIA 14 días;0;
Fuente de Piedra;Tasa PDIA 14 días;0;
Fuente de Piedra;Confirmados PDIA 7 días;0;
Fuente de Piedra;Tasa PDIA 7 dias;0;
Fuente de Piedra;Total Confirmados ;469;
Fuente de Piedra;Curados;455;
Fuente de Piedra;Fallecidos;7;
Humilladero;Confirmados PDIA;418;
Humilladero;Confirmados PDIA 14 días;0;
Humilladero;Tasa PDIA 14 días;0;
Humilladero;Confirmados PDIA 7 días;0;
Humilladero;Tasa PDIA 7 dias;0;
Humilladero;Total Confirmados ;422;
Humilladero;Curados;415;
Humilladero;Fallecidos;2;
Mollina;Confirmados PDIA;568;
Mollina;Confirmados PDIA 14 días;0;
Mollina;Tasa PDIA 14 días;0;
Mollina;Confirmados PDIA 7 días;0;
Mollina;Tasa PDIA 7 dias;0;
Mollina;Total Confirmados ;569;
Mollina;Curados;558;
Mollina;Fallecidos;3;
Sierra de Yeguas;Confirmados PDIA;562;
Sierra de Yeguas;Confirmados PDIA 14 días;0;
Sierra de Yeguas;Tasa PDIA 14 días;0;
Sierra de Yeguas;Confirmados PDIA 7 días;0;
Sierra de Yeguas;Tasa PDIA 7 dias;0;
Sierra de Yeguas;Total Confirmados ;564;
Sierra de Yeguas;Curados;557;
Sierra de Yeguas;Fallecidos;5;
Teba;Confirmados PDIA;664;
Teba;Confirmados PDIA 14 días;0;
Teba;Tasa PDIA 14 días;0;
Teba;Confirmados PDIA 7 días;0;
Teba;Tasa PDIA 7 dias;0;
Teba;Total Confirmados ;671;
Teba;Curados;660;
Teba;Fallecidos;9;
Valle de Abdalajís;Confirmados PDIA;252;
Valle de Abdalajís;Confirmados PDIA 14 días;0;
Valle de Abdalajís;Tasa PDIA 14 días;0;
Valle de Abdalajís;Confirmados PDIA 7 días;0;
Valle de Abdalajís;Tasa PDIA 7 dias;0;
Valle de Abdalajís;Total Confirmados ;259;
Valle de Abdalajís;Curados;255;
Valle de Abdalajís;Fallecidos;2;
Villanueva de Algaidas;Confirmados PDIA;441;
Villanueva de Algaidas;Confirmados PDIA 14 días;0;
Villanueva de Algaidas;Tasa PDIA 14 días;0;
Villanueva de Algaidas;Confirmados PDIA 7 días;0;
Villanueva de Algaidas;Tasa PDIA 7 dias;0;
Villanueva de Algaidas;Total Confirmados ;444;
Villanueva de Algaidas;Curados;439;
Villanueva de Algaidas;Fallecidos;2;
Villanueva de la Concepción;Confirmados PDIA;473;
Villanueva de la Concepción;Confirmados PDIA 14 días;0;
Villanueva de la Concepción;Tasa PDIA 14 días;0;
Villanueva de la Concepción;Confirmados PDIA 7 días;0;
Villanueva de la Concepción;Tasa PDIA 7 dias;0;
Villanueva de la Concepción;Total Confirmados ;479;
Villanueva de la Concepción;Curados;473;
Villanueva de la Concepción;Fallecidos;3;
Villanueva de Tapia;Confirmados PDIA;140;
Villanueva de Tapia;Confirmados PDIA 14 días;0;
Villanueva de Tapia;Tasa PDIA 14 días;0;
Villanueva de Tapia;Confirmados PDIA 7 días;0;
Villanueva de Tapia;Tasa PDIA 7 dias;0;
Villanueva de Tapia;Total Confirmados ;142;
Villanueva de Tapia;Curados;138;
Villanueva de Tapia;Fallecidos;2;
Villanueva del Rosario;Confirmados PDIA;465;
Villanueva del Rosario;Confirmados PDIA 14 días;0;
Villanueva del Rosario;Tasa PDIA 14 días;0;
Villanueva del Rosario;Confirmados PDIA 7 días;0;
Villanueva del Rosario;Tasa PDIA 7 dias;0;
Villanueva del Rosario;Total Confirmados ;467;
Villanueva del Rosario;Curados;462;
Villanueva del Rosario;Fallecidos;3;
Villanueva del Trabuco;Confirmados PDIA;814;
Villanueva del Trabuco;Confirmados PDIA 14 días;0;
Villanueva del Trabuco;Tasa PDIA 14 días;0;
Villanueva del Trabuco;Confirmados PDIA 7 días;0;
Villanueva del Trabuco;Tasa PDIA 7 dias;0;
Villanueva del Trabuco;Total Confirmados ;819;
Villanueva del Trabuco;Curados;807;
Villanueva del Trabuco;Fallecidos;8;
Málaga (distrito);Confirmados PDIA;111622;
Málaga (distrito);Confirmados PDIA 14 días;0;
Málaga (distrito);Tasa PDIA 14 días;0;
Málaga (distrito);Confirmados PDIA 7 días;0;
Málaga (distrito);Tasa PDIA 7 dias;0;
Málaga (distrito);Total Confirmados ;112582;
Málaga (distrito);Curados;110281;
Málaga (distrito);Fallecidos;961;
Almogía;Confirmados PDIA;270;
Almogía;Confirmados PDIA 14 días;0;
Almogía;Tasa PDIA 14 días;0;
Almogía;Confirmados PDIA 7 días;0;
Almogía;Tasa PDIA 7 dias;0;
Almogía;Total Confirmados ;275;
Almogía;Curados;267;
Almogía;Fallecidos;5;
Macharaviaya;Confirmados PDIA;32;
Macharaviaya;Confirmados PDIA 14 días;0;
Macharaviaya;Tasa PDIA 14 días;0;
Macharaviaya;Confirmados PDIA 7 días;0;
Macharaviaya;Tasa PDIA 7 dias;0;
Macharaviaya;Total Confirmados ;32;
Macharaviaya;Curados;32;
Macharaviaya;Fallecidos;0;
Málaga (capital);Confirmados PDIA;104156;
Málaga (capital);Confirmados PDIA 14 días;0;
Málaga (capital);Tasa PDIA 14 días;0;
Málaga (capital);Confirmados PDIA 7 días;0;
Málaga (capital);Tasa PDIA 7 dias;0;
Málaga (capital);Total Confirmados ;105049;
Málaga (capital);Curados;102877;
Málaga (capital);Fallecidos;900;
Moclinejo;Confirmados PDIA;188;
Moclinejo;Confirmados PDIA 14 días;0;
Moclinejo;Tasa PDIA 14 días;0;
Moclinejo;Confirmados PDIA 7 días;0;
Moclinejo;Tasa PDIA 7 dias;0;
Moclinejo;Total Confirmados ;188;
Moclinejo;Curados;182;
Moclinejo;Fallecidos;3;
Rincón de la Victoria;Confirmados PDIA;6918;
Rincón de la Victoria;Confirmados PDIA 14 días;0;
Rincón de la Victoria;Tasa PDIA 14 días;0;
Rincón de la Victoria;Confirmados PDIA 7 días;0;
Rincón de la Victoria;Tasa PDIA 7 dias;0;
Rincón de la Victoria;Total Confirmados ;6980;
Rincón de la Victoria;Curados;6866;
Rincón de la Victoria;Fallecidos;52;
Totalán;Confirmados PDIA;58;
Totalán;Confirmados PDIA 14 días;0;
Totalán;Tasa PDIA 14 días;0;
Totalán;Confirmados PDIA 7 días;0;
Totalán;Tasa PDIA 7 dias;0;
Totalán;Total Confirmados ;58;
Totalán;Curados;57;
Totalán;Fallecidos;1;
Serranía;Confirmados PDIA;10209;
Serranía;Confirmados PDIA 14 días;0;
Serranía;Tasa PDIA 14 días;0;
Serranía;Confirmados PDIA 7 días;0;
Serranía;Tasa PDIA 7 dias;0;
Serranía;Total Confirmados ;10295;
Serranía;Curados;10137;
Serranía;Fallecidos;155;
Algatocín;Confirmados PDIA;146;
Algatocín;Confirmados PDIA 14 días;0;
Algatocín;Tasa PDIA 14 días;0;
Algatocín;Confirmados PDIA 7 días;0;
Algatocín;Tasa PDIA 7 dias;0;
Algatocín;Total Confirmados ;147;
Algatocín;Curados;144;
Algatocín;Fallecidos;3;
Alpandeire;Confirmados PDIA;21;
Alpandeire;Confirmados PDIA 14 días;0;
Alpandeire;Tasa PDIA 14 días;0;
Alpandeire;Confirmados PDIA 7 días;0;
Alpandeire;Tasa PDIA 7 dias;0;
Alpandeire;Total Confirmados ;21;
Alpandeire;Curados;20;
Alpandeire;Fallecidos;1;
Arriate;Confirmados PDIA;730;
Arriate;Confirmados PDIA 14 días;0;
Arriate;Tasa PDIA 14 días;0;
Arriate;Confirmados PDIA 7 días;0;
Arriate;Tasa PDIA 7 dias;0;
Arriate;Total Confirmados ;733;
Arriate;Curados;723;
Arriate;Fallecidos;10;
Atajate;Confirmados PDIA;5;
Atajate;Confirmados PDIA 14 días;0;
Atajate;Tasa PDIA 14 días;0;
Atajate;Confirmados PDIA 7 días;0;
Atajate;Tasa PDIA 7 dias;0;
Atajate;Total Confirmados ;5;
Atajate;Curados;5;
Atajate;Fallecidos;0;
Benadalid;Confirmados PDIA;16;
Benadalid;Confirmados PDIA 14 días;0;
Benadalid;Tasa PDIA 14 días;0;
Benadalid;Confirmados PDIA 7 días;0;
Benadalid;Tasa PDIA 7 dias;0;
Benadalid;Total Confirmados ;16;
Benadalid;Curados;16;
Benadalid;Fallecidos;0;
Benalauría;Confirmados PDIA;38;
Benalauría;Confirmados PDIA 14 días;0;
Benalauría;Tasa PDIA 14 días;0;
Benalauría;Confirmados PDIA 7 días;0;
Benalauría;Tasa PDIA 7 dias;0;
Benalauría;Total Confirmados ;39;
Benalauría;Curados;38;
Benalauría;Fallecidos;1;
Benaoján;Confirmados PDIA;282;
Benaoján;Confirmados PDIA 14 días;0;
Benaoján;Tasa PDIA 14 días;0;
Benaoján;Confirmados PDIA 7 días;0;
Benaoján;Tasa PDIA 7 dias;0;
Benaoján;Total Confirmados ;283;
Benaoján;Curados;281;
Benaoján;Fallecidos;2;
Benarrabá;Confirmados PDIA;49;
Benarrabá;Confirmados PDIA 14 días;0;
Benarrabá;Tasa PDIA 14 días;0;
Benarrabá;Confirmados PDIA 7 días;0;
Benarrabá;Tasa PDIA 7 dias;0;
Benarrabá;Total Confirmados ;49;
Benarrabá;Curados;48;
Benarrabá;Fallecidos;1;
Burgo (El);Confirmados PDIA;185;
Burgo (El);Confirmados PDIA 14 días;0;
Burgo (El);Tasa PDIA 14 días;0;
Burgo (El);Confirmados PDIA 7 días;0;
Burgo (El);Tasa PDIA 7 dias;0;
Burgo (El);Total Confirmados ;185;
Burgo (El);Curados;185;
Burgo (El);Fallecidos;0;
Cartajima;Confirmados PDIA;19;
Cartajima;Confirmados PDIA 14 días;0;
Cartajima;Tasa PDIA 14 días;0;
Cartajima;Confirmados PDIA 7 días;0;
Cartajima;Tasa PDIA 7 dias;0;
Cartajima;Total Confirmados ;19;
Cartajima;Curados;19;
Cartajima;Fallecidos;0;
Cortes de la Frontera;Confirmados PDIA;418;
Cortes de la Frontera;Confirmados PDIA 14 días;0;
Cortes de la Frontera;Tasa PDIA 14 días;0;
Cortes de la Frontera;Confirmados PDIA 7 días;0;
Cortes de la Frontera;Tasa PDIA 7 dias;0;
Cortes de la Frontera;Total Confirmados ;419;
Cortes de la Frontera;Curados;414;
Cortes de la Frontera;Fallecidos;5;
Cuevas del Becerro;Confirmados PDIA;524;
Cuevas del Becerro;Confirmados PDIA 14 días;0;
Cuevas del Becerro;Tasa PDIA 14 días;0;
Cuevas del Becerro;Confirmados PDIA 7 días;0;
Cuevas del Becerro;Tasa PDIA 7 dias;0;
Cuevas del Becerro;Total Confirmados ;524;
Cuevas del Becerro;Curados;520;
Cuevas del Becerro;Fallecidos;4;
Faraján;Confirmados PDIA;59;
Faraján;Confirmados PDIA 14 días;0;
Faraján;Tasa PDIA 14 días;0;
Faraján;Confirmados PDIA 7 días;0;
Faraján;Tasa PDIA 7 dias;0;
Faraján;Total Confirmados ;59;
Faraján;Curados;57;
Faraján;Fallecidos;1;
Gaucín;Confirmados PDIA;240;
Gaucín;Confirmados PDIA 14 días;0;
Gaucín;Tasa PDIA 14 días;0;
Gaucín;Confirmados PDIA 7 días;0;
Gaucín;Tasa PDIA 7 dias;0;
Gaucín;Total Confirmados ;241;
Gaucín;Curados;237;
Gaucín;Fallecidos;4;
Genalguacil;Confirmados PDIA;28;
Genalguacil;Confirmados PDIA 14 días;0;
Genalguacil;Tasa PDIA 14 días;0;
Genalguacil;Confirmados PDIA 7 días;0;
Genalguacil;Tasa PDIA 7 dias;0;
Genalguacil;Total Confirmados ;29;
