Territorio;Medida;Valor;
Lanjarón;Curados;415;
Lanjarón;Fallecidos;7;
Lentegí;Confirmados PDIA;31;
Lentegí;Confirmados PDIA 14 días;0;
Lentegí;Tasa PDIA 14 días;0;
Lentegí;Confirmados PDIA 7 días;0;
Lentegí;Tasa PDIA 7 dias;0;
Lentegí;Total Confirmados ;31;
Lentegí;Curados;31;
Lentegí;Fallecidos;0;
Lobras;Confirmados PDIA;6;
Lobras;Confirmados PDIA 14 días;0;
Lobras;Tasa PDIA 14 días;0;
Lobras;Confirmados PDIA 7 días;0;
Lobras;Tasa PDIA 7 dias;0;
Lobras;Total Confirmados ;6;
Lobras;Curados;6;
Lobras;Fallecidos;0;
Lújar;Confirmados PDIA;29;
Lújar;Confirmados PDIA 14 días;0;
Lújar;Tasa PDIA 14 días;0;
Lújar;Confirmados PDIA 7 días;0;
Lújar;Tasa PDIA 7 dias;0;
Lújar;Total Confirmados ;29;
Lújar;Curados;29;
Lújar;Fallecidos;0;
Molvízar;Confirmados PDIA;264;
Molvízar;Confirmados PDIA 14 días;0;
Molvízar;Tasa PDIA 14 días;0;
Molvízar;Confirmados PDIA 7 días;0;
Molvízar;Tasa PDIA 7 dias;0;
Molvízar;Total Confirmados ;265;
Molvízar;Curados;256;
Molvízar;Fallecidos;2;
Motril;Confirmados PDIA;8557;
Motril;Confirmados PDIA 14 días;43;
Motril;Tasa PDIA 14 días;0;
Motril;Confirmados PDIA 7 días;0;
Motril;Tasa PDIA 7 dias;0;
Motril;Total Confirmados ;8571;
Motril;Curados;8287;
Motril;Fallecidos;66;
Murtas;Confirmados PDIA;19;
Murtas;Confirmados PDIA 14 días;0;
Murtas;Tasa PDIA 14 días;0;
Murtas;Confirmados PDIA 7 días;0;
Murtas;Tasa PDIA 7 dias;0;
Murtas;Total Confirmados ;20;
Murtas;Curados;18;
Murtas;Fallecidos;2;
Nevada;Confirmados PDIA;219;
Nevada;Confirmados PDIA 14 días;0;
Nevada;Tasa PDIA 14 días;0;
Nevada;Confirmados PDIA 7 días;0;
Nevada;Tasa PDIA 7 dias;0;
Nevada;Total Confirmados ;219;
Nevada;Curados;210;
Nevada;Fallecidos;9;
Órgiva;Confirmados PDIA;734;
Órgiva;Confirmados PDIA 14 días;4;
Órgiva;Tasa PDIA 14 días;0;
Órgiva;Confirmados PDIA 7 días;0;
Órgiva;Tasa PDIA 7 dias;0;
Órgiva;Total Confirmados ;735;
Órgiva;Curados;703;
Órgiva;Fallecidos;5;
Otívar;Confirmados PDIA;86;
Otívar;Confirmados PDIA 14 días;0;
Otívar;Tasa PDIA 14 días;0;
Otívar;Confirmados PDIA 7 días;0;
Otívar;Tasa PDIA 7 dias;0;
Otívar;Total Confirmados ;86;
Otívar;Curados;85;
Otívar;Fallecidos;1;
Pampaneira;Confirmados PDIA;27;
Pampaneira;Confirmados PDIA 14 días;0;
Pampaneira;Tasa PDIA 14 días;0;
Pampaneira;Confirmados PDIA 7 días;0;
Pampaneira;Tasa PDIA 7 dias;0;
Pampaneira;Total Confirmados ;27;
Pampaneira;Curados;25;
Pampaneira;Fallecidos;2;
Polopos;Confirmados PDIA;131;
Polopos;Confirmados PDIA 14 días;1;
Polopos;Tasa PDIA 14 días;0;
Polopos;Confirmados PDIA 7 días;0;
Polopos;Tasa PDIA 7 dias;0;
Polopos;Total Confirmados ;132;
Polopos;Curados;123;
Polopos;Fallecidos;2;
Pórtugos;Confirmados PDIA;52;
Pórtugos;Confirmados PDIA 14 días;0;
Pórtugos;Tasa PDIA 14 días;0;
Pórtugos;Confirmados PDIA 7 días;0;
Pórtugos;Tasa PDIA 7 dias;0;
Pórtugos;Total Confirmados ;52;
Pórtugos;Curados;52;
Pórtugos;Fallecidos;0;
Rubite;Confirmados PDIA;23;
Rubite;Confirmados PDIA 14 días;0;
Rubite;Tasa PDIA 14 días;0;
Rubite;Confirmados PDIA 7 días;0;
Rubite;Tasa PDIA 7 dias;0;
Rubite;Total Confirmados ;23;
Rubite;Curados;22;
Rubite;Fallecidos;0;
Salobreña;Confirmados PDIA;1432;
Salobreña;Confirmados PDIA 14 días;5;
Salobreña;Tasa PDIA 14 días;0;
Salobreña;Confirmados PDIA 7 días;0;
Salobreña;Tasa PDIA 7 dias;0;
Salobreña;Total Confirmados ;1434;
Salobreña;Curados;1386;
Salobreña;Fallecidos;10;
Soportújar;Confirmados PDIA;27;
Soportújar;Confirmados PDIA 14 días;0;
Soportújar;Tasa PDIA 14 días;0;
Soportújar;Confirmados PDIA 7 días;0;
Soportújar;Tasa PDIA 7 dias;0;
Soportújar;Total Confirmados ;27;
Soportújar;Curados;26;
Soportújar;Fallecidos;0;
Sorvilán;Confirmados PDIA;54;
Sorvilán;Confirmados PDIA 14 días;1;
Sorvilán;Tasa PDIA 14 días;0;
Sorvilán;Confirmados PDIA 7 días;0;
Sorvilán;Tasa PDIA 7 dias;0;
Sorvilán;Total Confirmados ;54;
Sorvilán;Curados;52;
Sorvilán;Fallecidos;0;
Taha (La);Confirmados PDIA;106;
Taha (La);Confirmados PDIA 14 días;0;
Taha (La);Tasa PDIA 14 días;0;
Taha (La);Confirmados PDIA 7 días;0;
Taha (La);Tasa PDIA 7 dias;0;
Taha (La);Total Confirmados ;106;
Taha (La);Curados;105;
Taha (La);Fallecidos;1;
Torrenueva Costa;Confirmados PDIA;260;
Torrenueva Costa;Confirmados PDIA 14 días;2;
Torrenueva Costa;Tasa PDIA 14 días;0;
Torrenueva Costa;Confirmados PDIA 7 días;0;
Torrenueva Costa;Tasa PDIA 7 dias;0;
Torrenueva Costa;Total Confirmados ;260;
Torrenueva Costa;Curados;248;
Torrenueva Costa;Fallecidos;3;
Torvizcón;Confirmados PDIA;72;
Torvizcón;Confirmados PDIA 14 días;0;
Torvizcón;Tasa PDIA 14 días;0;
Torvizcón;Confirmados PDIA 7 días;0;
Torvizcón;Tasa PDIA 7 dias;0;
Torvizcón;Total Confirmados ;72;
Torvizcón;Curados;71;
Torvizcón;Fallecidos;0;
Trevélez;Confirmados PDIA;84;
Trevélez;Confirmados PDIA 14 días;0;
Trevélez;Tasa PDIA 14 días;0;
Trevélez;Confirmados PDIA 7 días;0;
Trevélez;Tasa PDIA 7 dias;0;
Trevélez;Total Confirmados ;84;
Trevélez;Curados;81;
Trevélez;Fallecidos;3;
Turón;Confirmados PDIA;8;
Turón;Confirmados PDIA 14 días;0;
Turón;Tasa PDIA 14 días;0;
Turón;Confirmados PDIA 7 días;0;
Turón;Tasa PDIA 7 dias;0;
Turón;Total Confirmados ;8;
Turón;Curados;8;
Turón;Fallecidos;0;
Ugíjar;Confirmados PDIA;527;
Ugíjar;Confirmados PDIA 14 días;0;
Ugíjar;Tasa PDIA 14 días;0;
Ugíjar;Confirmados PDIA 7 días;0;
Ugíjar;Tasa PDIA 7 dias;0;
Ugíjar;Total Confirmados ;528;
Ugíjar;Curados;515;
Ugíjar;Fallecidos;8;
Válor;Confirmados PDIA;69;
Válor;Confirmados PDIA 14 días;0;
Válor;Tasa PDIA 14 días;0;
Válor;Confirmados PDIA 7 días;0;
Válor;Tasa PDIA 7 dias;0;
Válor;Total Confirmados ;69;
Válor;Curados;68;
Válor;Fallecidos;1;
Vélez de Benaudalla;Confirmados PDIA;323;
Vélez de Benaudalla;Confirmados PDIA 14 días;2;
Vélez de Benaudalla;Tasa PDIA 14 días;0;
Vélez de Benaudalla;Confirmados PDIA 7 días;0;
Vélez de Benaudalla;Tasa PDIA 7 dias;0;
Vélez de Benaudalla;Total Confirmados ;323;
Vélez de Benaudalla;Curados;310;
Vélez de Benaudalla;Fallecidos;1;
Granada Nordeste;Confirmados PDIA;17029;
Granada Nordeste;Confirmados PDIA 14 días;19;
Granada Nordeste;Tasa PDIA 14 días;0;
Granada Nordeste;Confirmados PDIA 7 días;0;
Granada Nordeste;Tasa PDIA 7 dias;0;
Granada Nordeste;Total Confirmados ;17149;
Granada Nordeste;Curados;16647;
Granada Nordeste;Fallecidos;237;
Alamedilla;Confirmados PDIA;101;
Alamedilla;Confirmados PDIA 14 días;0;
Alamedilla;Tasa PDIA 14 días;0;
Alamedilla;Confirmados PDIA 7 días;0;
Alamedilla;Tasa PDIA 7 dias;0;
Alamedilla;Total Confirmados ;102;
Alamedilla;Curados;101;
Alamedilla;Fallecidos;1;
Albuñán;Confirmados PDIA;53;
Albuñán;Confirmados PDIA 14 días;0;
Albuñán;Tasa PDIA 14 días;0;
Albuñán;Confirmados PDIA 7 días;0;
Albuñán;Tasa PDIA 7 dias;0;
Albuñán;Total Confirmados ;53;
Albuñán;Curados;50;
Albuñán;Fallecidos;3;
Aldeire;Confirmados PDIA;119;
Aldeire;Confirmados PDIA 14 días;0;
Aldeire;Tasa PDIA 14 días;0;
Aldeire;Confirmados PDIA 7 días;0;
Aldeire;Tasa PDIA 7 dias;0;
Aldeire;Total Confirmados ;119;
Aldeire;Curados;117;
Aldeire;Fallecidos;2;
Alicún de Ortega;Confirmados PDIA;38;
Alicún de Ortega;Confirmados PDIA 14 días;0;
Alicún de Ortega;Tasa PDIA 14 días;0;
Alicún de Ortega;Confirmados PDIA 7 días;0;
Alicún de Ortega;Tasa PDIA 7 dias;0;
Alicún de Ortega;Total Confirmados ;38;
Alicún de Ortega;Curados;33;
Alicún de Ortega;Fallecidos;4;
Alquife;Confirmados PDIA;99;
Alquife;Confirmados PDIA 14 días;0;
Alquife;Tasa PDIA 14 días;0;
Alquife;Confirmados PDIA 7 días;0;
Alquife;Tasa PDIA 7 dias;0;
Alquife;Total Confirmados ;99;
Alquife;Curados;95;
Alquife;Fallecidos;2;
Baza;Confirmados PDIA;3354;
Baza;Confirmados PDIA 14 días;2;
Baza;Tasa PDIA 14 días;0;
Baza;Confirmados PDIA 7 días;0;
Baza;Tasa PDIA 7 dias;0;
Baza;Total Confirmados ;3397;
Baza;Curados;3326;
Baza;Fallecidos;39;
Beas de Guadix;Confirmados PDIA;60;
Beas de Guadix;Confirmados PDIA 14 días;0;
Beas de Guadix;Tasa PDIA 14 días;0;
Beas de Guadix;Confirmados PDIA 7 días;0;
Beas de Guadix;Tasa PDIA 7 dias;0;
Beas de Guadix;Total Confirmados ;60;
Beas de Guadix;Curados;57;
Beas de Guadix;Fallecidos;1;
Benalúa;Confirmados PDIA;610;
Benalúa;Confirmados PDIA 14 días;1;
Benalúa;Tasa PDIA 14 días;0;
Benalúa;Confirmados PDIA 7 días;0;
Benalúa;Tasa PDIA 7 dias;0;
Benalúa;Total Confirmados ;610;
Benalúa;Curados;583;
Benalúa;Fallecidos;17;
Benalúa de Guadix;Confirmados PDIA;;
Benalúa de Guadix;Confirmados PDIA 14 días;;
Benalúa de Guadix;Tasa PDIA 14 días;0;
Benalúa de Guadix;Confirmados PDIA 7 días;;
Benalúa de Guadix;Tasa PDIA 7 dias;0;
Benalúa de Guadix;Total Confirmados ;;
Benalúa de Guadix;Curados;;
Benalúa de Guadix;Fallecidos;;
Benamaurel;Confirmados PDIA;354;
Benamaurel;Confirmados PDIA 14 días;0;
Benamaurel;Tasa PDIA 14 días;0;
Benamaurel;Confirmados PDIA 7 días;0;
Benamaurel;Tasa PDIA 7 dias;0;
Benamaurel;Total Confirmados ;355;
Benamaurel;Curados;349;
Benamaurel;Fallecidos;2;
Calahorra (La);Confirmados PDIA;160;
Calahorra (La);Confirmados PDIA 14 días;0;
Calahorra (La);Tasa PDIA 14 días;0;
Calahorra (La);Confirmados PDIA 7 días;0;
Calahorra (La);Tasa PDIA 7 dias;0;
Calahorra (La);Total Confirmados ;160;
Calahorra (La);Curados;157;
Calahorra (La);Fallecidos;2;
Calahora (La);Confirmados PDIA;;
Calahora (La);Confirmados PDIA 14 días;;
Calahora (La);Tasa PDIA 14 días;0;
Calahora (La);Confirmados PDIA 7 días;;
Calahora (La);Tasa PDIA 7 dias;0;
Calahora (La);Total Confirmados ;;
Calahora (La);Curados;;
Calahora (La);Fallecidos;;
Caniles;Confirmados PDIA;525;
Caniles;Confirmados PDIA 14 días;0;
Caniles;Tasa PDIA 14 días;0;
Caniles;Confirmados PDIA 7 días;0;
Caniles;Tasa PDIA 7 dias;0;
Caniles;Total Confirmados ;526;
Caniles;Curados;513;
Caniles;Fallecidos;9;
Castilléjar;Confirmados PDIA;213;
Castilléjar;Confirmados PDIA 14 días;0;
Castilléjar;Tasa PDIA 14 días;0;
Castilléjar;Confirmados PDIA 7 días;0;
Castilléjar;Tasa PDIA 7 dias;0;
Castilléjar;Total Confirmados ;214;
Castilléjar;Curados;212;
Castilléjar;Fallecidos;0;
Castril;Confirmados PDIA;321;
Castril;Confirmados PDIA 14 días;0;
Castril;Tasa PDIA 14 días;0;
Castril;Confirmados PDIA 7 días;0;
Castril;Tasa PDIA 7 dias;0;
Castril;Total Confirmados ;324;
Castril;Curados;315;
Castril;Fallecidos;2;
Cogollos de Guadix;Confirmados PDIA;98;
Cogollos de Guadix;Confirmados PDIA 14 días;0;
Cogollos de Guadix;Tasa PDIA 14 días;0;
Cogollos de Guadix;Confirmados PDIA 7 días;0;
Cogollos de Guadix;Tasa PDIA 7 dias;0;
Cogollos de Guadix;Total Confirmados ;100;
Cogollos de Guadix;Curados;95;
Cogollos de Guadix;Fallecidos;3;
Cortes de Baza;Confirmados PDIA;204;
Cortes de Baza;Confirmados PDIA 14 días;0;
Cortes de Baza;Tasa PDIA 14 días;0;
Cortes de Baza;Confirmados PDIA 7 días;0;
Cortes de Baza;Tasa PDIA 7 dias;0;
Cortes de Baza;Total Confirmados ;204;
Cortes de Baza;Curados;200;
Cortes de Baza;Fallecidos;0;
Cortes y Graena;Confirmados PDIA;102;
Cortes y Graena;Confirmados PDIA 14 días;0;
Cortes y Graena;Tasa PDIA 14 días;0;
Cortes y Graena;Confirmados PDIA 7 días;0;
Cortes y Graena;Tasa PDIA 7 dias;0;
Cortes y Graena;Total Confirmados ;102;
Cortes y Graena;Curados;97;
Cortes y Graena;Fallecidos;2;
Cuevas del Campo;Confirmados PDIA;296;
Cuevas del Campo;Confirmados PDIA 14 días;0;
Cuevas del Campo;Tasa PDIA 14 días;0;
Cuevas del Campo;Confirmados PDIA 7 días;0;
Cuevas del Campo;Tasa PDIA 7 dias;0;
Cuevas del Campo;Total Confirmados ;296;
Cuevas del Campo;Curados;285;
Cuevas del Campo;Fallecidos;4;
Cúllar;Confirmados PDIA;553;
Cúllar;Confirmados PDIA 14 días;1;
Cúllar;Tasa PDIA 14 días;0;
Cúllar;Confirmados PDIA 7 días;0;
Cúllar;Tasa PDIA 7 dias;0;
Cúllar;Total Confirmados ;555;
Cúllar;Curados;539;
Cúllar;Fallecidos;4;
Cúllar-Baza;Confirmados PDIA;;
Cúllar-Baza;Confirmados PDIA 14 días;;
Cúllar-Baza;Tasa PDIA 14 días;0;
Cúllar-Baza;Confirmados PDIA 7 días;;
Cúllar-Baza;Tasa PDIA 7 dias;0;
Cúllar-Baza;Total Confirmados ;;
Cúllar-Baza;Curados;;
Cúllar-Baza;Fallecidos;;
Darro;Confirmados PDIA;325;
Darro;Confirmados PDIA 14 días;0;
Darro;Tasa PDIA 14 días;0;
Darro;Confirmados PDIA 7 días;0;
Darro;Tasa PDIA 7 dias;0;
Darro;Total Confirmados ;325;
Darro;Curados;310;
Darro;Fallecidos;3;
Dehesas de Guadix;Confirmados PDIA;74;
Dehesas de Guadix;Confirmados PDIA 14 días;0;
Dehesas de Guadix;Tasa PDIA 14 días;0;
Dehesas de Guadix;Confirmados PDIA 7 días;0;
Dehesas de Guadix;Tasa PDIA 7 dias;0;
Dehesas de Guadix;Total Confirmados ;74;
Dehesas de Guadix;Curados;72;
Dehesas de Guadix;Fallecidos;1;
Diezma;Confirmados PDIA;113;
Diezma;Confirmados PDIA 14 días;0;
Diezma;Tasa PDIA 14 días;0;
Diezma;Confirmados PDIA 7 días;0;
Diezma;Tasa PDIA 7 dias;0;
Diezma;Total Confirmados ;115;
Diezma;Curados;111;
Diezma;Fallecidos;2;
Dólar;Confirmados PDIA;100;
Dólar;Confirmados PDIA 14 días;0;
Dólar;Tasa PDIA 14 días;0;
Dólar;Confirmados PDIA 7 días;0;
Dólar;Tasa PDIA 7 dias;0;
Dólar;Total Confirmados ;100;
Dólar;Curados;96;
Dólar;Fallecidos;1;
Ferreira;Confirmados PDIA;38;
Ferreira;Confirmados PDIA 14 días;0;
Ferreira;Tasa PDIA 14 días;0;
Ferreira;Confirmados PDIA 7 días;0;
Ferreira;Tasa PDIA 7 dias;0;
Ferreira;Total Confirmados ;38;
Ferreira;Curados;37;
Ferreira;Fallecidos;0;
Fonelas;Confirmados PDIA;181;
Fonelas;Confirmados PDIA 14 días;0;
Fonelas;Tasa PDIA 14 días;0;
Fonelas;Confirmados PDIA 7 días;0;
Fonelas;Tasa PDIA 7 dias;0;
Fonelas;Total Confirmados ;181;
Fonelas;Curados;177;
Fonelas;Fallecidos;2;
Freila;Confirmados PDIA;105;
Freila;Confirmados PDIA 14 días;0;
Freila;Tasa PDIA 14 días;0;
Freila;Confirmados PDIA 7 días;0;
Freila;Tasa PDIA 7 dias;0;
Freila;Total Confirmados ;105;
Freila;Curados;103;
Freila;Fallecidos;2;
Galera;Confirmados PDIA;170;
Galera;Confirmados PDIA 14 días;0;
Galera;Tasa PDIA 14 días;0;
Galera;Confirmados PDIA 7 días;0;
Galera;Tasa PDIA 7 dias;0;
Galera;Total Confirmados ;171;
Galera;Curados;167;
Galera;Fallecidos;1;
Gor;Confirmados PDIA;98;
Gor;Confirmados PDIA 14 días;1;
Gor;Tasa PDIA 14 días;0;
Gor;Confirmados PDIA 7 días;0;
Gor;Tasa PDIA 7 dias;0;
Gor;Total Confirmados ;99;
Gor;Curados;92;
Gor;Fallecidos;2;
Gorafe;Confirmados PDIA;30;
Gorafe;Confirmados PDIA 14 días;1;
Gorafe;Tasa PDIA 14 días;0;
Gorafe;Confirmados PDIA 7 días;0;
Gorafe;Tasa PDIA 7 dias;0;
Gorafe;Total Confirmados ;30;
Gorafe;Curados;28;
Gorafe;Fallecidos;1;
Guadix;Confirmados PDIA;3692;
Guadix;Confirmados PDIA 14 días;10;
Guadix;Tasa PDIA 14 días;0;
Guadix;Confirmados PDIA 7 días;0;
Guadix;Tasa PDIA 7 dias;0;
Guadix;Total Confirmados ;3738;
Guadix;Curados;3615;
Guadix;Fallecidos;54;
Huélago;Confirmados PDIA;85;
Huélago;Confirmados PDIA 14 días;0;
Huélago;Tasa PDIA 14 días;0;
Huélago;Confirmados PDIA 7 días;0;
Huélago;Tasa PDIA 7 dias;0;
Huélago;Total Confirmados ;85;
Huélago;Curados;84;
Huélago;Fallecidos;0;
Huéneja;Confirmados PDIA;154;
Huéneja;Confirmados PDIA 14 días;0;
Huéneja;Tasa PDIA 14 días;0;
Huéneja;Confirmados PDIA 7 días;0;
Huéneja;Tasa PDIA 7 dias;0;
Huéneja;Total Confirmados ;154;
Huéneja;Curados;148;
Huéneja;Fallecidos;3;
Huéscar;Confirmados PDIA;1684;
Huéscar;Confirmados PDIA 14 días;2;
Huéscar;Tasa PDIA 14 días;0;
Huéscar;Confirmados PDIA 7 días;0;
Huéscar;Tasa PDIA 7 dias;0;
Huéscar;Total Confirmados ;1692;
Huéscar;Curados;1638;
Huéscar;Fallecidos;31;
Jérez del Marquesado;Confirmados PDIA;165;
Jérez del Marquesado;Confirmados PDIA 14 días;0;
Jérez del Marquesado;Tasa PDIA 14 días;0;
Jérez del Marquesado;Confirmados PDIA 7 días;0;
Jérez del Marquesado;Tasa PDIA 7 dias;0;
Jérez del Marquesado;Total Confirmados ;165;
Jérez del Marquesado;Curados;161;
Jérez del Marquesado;Fallecidos;1;
Lanteira;Confirmados PDIA;119;
Lanteira;Confirmados PDIA 14 días;0;
Lanteira;Tasa PDIA 14 días;0;
Lanteira;Confirmados PDIA 7 días;0;
Lanteira;Tasa PDIA 7 dias;0;
Lanteira;Total Confirmados ;120;
Lanteira;Curados;118;
Lanteira;Fallecidos;1;
Lugros;Confirmados PDIA;31;
Lugros;Confirmados PDIA 14 días;0;
Lugros;Tasa PDIA 14 días;0;
Lugros;Confirmados PDIA 7 días;0;
Lugros;Tasa PDIA 7 dias;0;
Lugros;Total Confirmados ;31;
Lugros;Curados;29;
Lugros;Fallecidos;0;
Marchal;Confirmados PDIA;58;
Marchal;Confirmados PDIA 14 días;0;
Marchal;Tasa PDIA 14 días;0;
Marchal;Confirmados PDIA 7 días;0;
Marchal;Tasa PDIA 7 dias;0;
Marchal;Total Confirmados ;58;
Marchal;Curados;54;
Marchal;Fallecidos;2;
Morelábor;Confirmados PDIA;94;
Morelábor;Confirmados PDIA 14 días;0;
Morelábor;Tasa PDIA 14 días;0;
Morelábor;Confirmados PDIA 7 días;0;
Morelábor;Tasa PDIA 7 dias;0;
Morelábor;Total Confirmados ;94;
Morelábor;Curados;91;
Morelábor;Fallecidos;2;
Orce;Confirmados PDIA;221;
Orce;Confirmados PDIA 14 días;0;
Orce;Tasa PDIA 14 días;0;
Orce;Confirmados PDIA 7 días;0;
Orce;Tasa PDIA 7 dias;0;
Orce;Total Confirmados ;221;
Orce;Curados;213;
Orce;Fallecidos;7;
